"Inicio del informe","Fin del informe","Nombre de la campaña","Hora del día (zona horaria de la cuenta publicitaria)",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,13.96,0,0,280,2,,,,0,6.98,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,12.97,0,0,239,2,,,,0,6.485,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,14.17,0,0,229,3,,,,0,4.72333333,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,14.78,0,0,267,,,,,0,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,17.8,0,0,275,3,,,,0,5.93333333,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,15.23,0,0,202,1,,,,0,15.23,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,10.29,0,0,177,3,,,,0,3.43,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,7.53,0,0,157,2,,,,0,3.765,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,13.11,0,0,179,,,,,0,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,35.55,0,0,182,1,,,,0,35.55,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,11.14,0,0,103,3,,,,0,3.71333333,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,1.93,0,0,46,1,,,,0,1.93,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,1.82,0,0,19,,,,,0,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,0.66,0,0,16,,,,,0,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,2.27,0,0,30,,,,,0,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,3.5,0,0,36,2,1,actions:onsite_conversion.lead_grouped,3.5,0,1.75,1,1,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,6.56,0,0,84,2,,,,0,3.28,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,13.78,0,0,149,1,,,,0,13.78,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,20.76,0,0,237,8,2,actions:onsite_conversion.lead_grouped,10.38,0,2.595,2,2,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,25.91,0,0,273,2,,,,0,12.955,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,16.83,0,0,215,3,,,,0,5.61,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,23.49,0,0,260,2,,,,0,11.745,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,26.23,0,0,349,3,,,,0,8.74333333,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,18.5,0,0,330,4,2,actions:onsite_conversion.lead_grouped,9.25,0,4.625,2,2,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,20.73,0,0,326,1,1,actions:onsite_conversion.lead_grouped,20.73,0,20.73,1,1,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,15.24,0,0,233,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,15.27,0,0,256,2,1,actions:onsite_conversion.lead_grouped,15.27,0,7.635,1,1,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,18.44,0,0,223,1,,,,0,18.44,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,9.93,0,0,196,1,,,,0,9.93,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,12.56,0,0,183,1,,,,0,12.56,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,13.78,0,0,164,1,,,,0,13.78,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,10.53,0,0,143,3,2,actions:onsite_conversion.lead_grouped,5.265,0,3.51,2,2,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,13.85,0,0,129,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,14.69,0,0,137,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,6.39,0,0,84,2,1,actions:onsite_conversion.lead_grouped,6.39,0,3.195,1,1,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,0.89,0,0,22,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.22,0,0,7,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.71,0,0,13,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.99,0,0,16,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,2.38,0,0,20,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,17.63,0,0,61,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,11.76,0,0,96,1,,,,0,11.76,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,21.52,0,0,207,1,,,,0,21.52,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,29.11,0,0,277,2,,,,0,14.555,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,15.22,0,0,155,5,,,,0,3.044,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,15.76,0,0,119,3,,,,0,5.25333333,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,27.7,0,0,227,1,,,,0,27.7,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,16.05,0,0,201,1,1,actions:onsite_conversion.lead_grouped,16.05,0,16.05,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,17.07,0,0,203,1,1,actions:onsite_conversion.lead_grouped,17.07,0,17.07,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,15.51,0,0,158,2,,,,0,7.755,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,14.64,0,0,165,1,,,,0,14.64,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,9.41,0,0,108,1,,,,0,9.41,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,11.17,0,0,119,1,,,,0,11.17,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,12.1,0,0,116,1,,,,0,12.1,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,18.96,0,0,186,2,,,,0,9.48,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,10.08,0,0,167,1,,,,0,10.08,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,10.46,0,0,148,2,,,,0,5.23,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,21.08,0,0,140,1,1,actions:onsite_conversion.lead_grouped,21.08,0,21.08,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,6.48,0,0,90,1,,,,0,6.48,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,2.19,0,0,31,1,,,,0,2.19,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,2.7,0,0,25,,,,,0,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,0.67,0,0,17,,,,,0,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.07,0,0,19,1,,,,0,1.07,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,25.19,0,0,53,1,1,actions:onsite_conversion.lead_grouped,25.19,0,25.19,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,3.67,0,0,67,2,,,,0,1.835,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,9.25,0,0,129,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,10.34,0,0,141,1,1,actions:onsite_conversion.lead_grouped,10.34,0,10.34,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,21.27,0,0,239,1,,,,0,21.27,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,31.45,0,0,320,3,,,,0,10.48333333,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,26.25,0,0,439,4,,,,0,6.5625,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,19.01,0,0,374,1,,,,0,19.01,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,18.91,0,0,377,2,1,actions:onsite_conversion.lead_grouped,18.91,0,9.455,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,14.96,0,0,278,1,,,,0,14.96,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,14.3,0,0,273,3,1,actions:onsite_conversion.lead_grouped,14.3,0,4.76666667,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,18.05,0,0,272,1,,,,0,18.05,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,14.89,0,0,228,2,,,,0,7.445,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,18.02,0,0,290,5,,,,0,3.604,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,13.8,0,0,255,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,18.29,0,0,239,4,1,actions:onsite_conversion.lead_grouped,18.29,0,4.5725,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,21.47,0,0,221,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,16.58,0,0,235,3,,,,0,5.52666667,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,10.5,0,0,189,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,4.42,0,0,82,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,0.85,0,0,21,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.59,0,0,10,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,2.04,0,0,19,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,2.56,0,0,15,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,2.88,0,0,41,,,,,0,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,6.61,0,0,109,3,,,,0,2.20333333,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,14.22,0,0,236,2,,,,0,7.11,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,16.96,0,0,243,2,,,,0,8.48,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,24.79,0,0,385,3,,,,0,8.26333333,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,25.62,0,0,346,2,,,,0,12.81,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,22.6,0,0,352,2,,,,0,11.3,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,22.75,0,0,424,8,,,,0,2.84375,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,22.7,0,0,318,2,2,actions:onsite_conversion.lead_grouped,11.35,0,11.35,2,2,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,13.38,0,0,243,2,,,,0,6.69,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,9.83,0,0,150,3,,,,0,3.27666667,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,18.46,0,0,190,4,1,actions:onsite_conversion.lead_grouped,18.46,0,4.615,1,1,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,11.54,0,0,199,2,,,,0,5.77,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,23.94,0,0,160,2,,,,0,11.97,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,12.24,0,0,190,1,,,,0,12.24,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,12.26,0,0,175,1,,,,0,12.26,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,10.1,0,0,149,3,,,,0,3.36666667,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,8.16,0,0,124,1,,,,0,8.16,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,9.5,0,0,74,1,,,,0,9.5,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,5.6,0,0,29,,,,,0,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,1.28,0,0,7,,,,,0,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.4,0,0,10,,,,,0,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,10.23,0,0,27,,,,,0,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,3.19,0,0,46,2,,,,0,1.595,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,7.6,0,0,81,1,,,,0,7.6,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,10.58,0,0,98,,,,,0,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,12.34,0,0,132,1,,,,0,12.34,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,15.4,0,0,194,,,,,0,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,19.39,0,0,254,4,1,actions:onsite_conversion.lead_grouped,19.39,0,4.8475,1,1,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,18.93,0,0,236,3,,,,0,6.31,,,,,
