"Inicio del informe","Fin del informe","Nombre de la campaña","Hora del día (zona horaria de la cuenta publicitaria)",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,6.33,0,0,110,,,,,0,,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,24.32,0,0,313,5,,,,0,4.864,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,25.22,0,0,301,9,,,,0,2.80222222,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,26.14,0,0,306,4,1,actions:onsite_conversion.lead_grouped,26.14,0,6.535,1,1,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,20.87,0,0,278,4,,,,0,5.2175,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,19.95,0,0,320,5,,,,0,3.99,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,18.8,0,0,253,2,,,,0,9.4,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,19.7,0,0,294,3,,,,0,6.56666667,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,19.61,0,0,226,6,1,actions:onsite_conversion.lead_grouped,19.61,0,3.26833333,1,1,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,13.87,0,0,184,1,,,,0,13.87,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,17.68,0,0,186,2,,,,0,8.84,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,16.74,0,0,184,6,,,,0,2.79,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,13.89,0,0,153,2,,,,0,6.945,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,17.08,0,0,150,3,,,,0,5.69333333,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,20.05,0,0,143,4,1,actions:onsite_conversion.lead_grouped,20.05,0,5.0125,1,1,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,19,0,0,134,2,,,,0,9.5,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,9.56,0,0,64,,,,,0,,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,3.55,0,0,15,,,,,0,,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.7,0,0,15,,,,,0,,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.42,0,0,26,,,,,0,,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,3.18,0,0,31,,,,,0,,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,4.79,0,0,49,,,,,0,,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,12.25,0,0,111,1,,,,0,12.25,,,,,
2020-05-31,2020-05-31,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,10.18,0,0,131,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,14.98,0,0,222,2,,,,0,7.49,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,7.75,0,0,78,3,,,,0,2.58333333,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,25.88,0,0,149,1,,,,0,25.88,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,32.46,0,0,206,6,,,,0,5.41,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,16.22,0,0,176,2,,,,0,8.11,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,17.35,0,0,158,5,,,,0,3.47,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,13.53,0,0,125,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,20.01,0,0,148,4,,,,0,5.0025,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,17.21,0,0,134,2,,,,0,8.605,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,13.8,0,0,121,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,11.43,0,0,105,1,,,,0,11.43,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,20.56,0,0,198,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,12.73,0,0,162,4,,,,0,3.1825,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,13.27,0,0,140,2,,,,0,6.635,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,7.23,0,0,97,2,1,actions:onsite_conversion.lead_grouped,7.23,0,3.615,1,1,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,12.94,0,0,69,5,1,actions:onsite_conversion.lead_grouped,12.94,0,2.588,1,1,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,8.07,0,0,66,1,1,actions:onsite_conversion.lead_grouped,8.07,0,8.07,1,1,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,4.4,0,0,31,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,2.51,0,0,20,1,1,actions:onsite_conversion.lead_grouped,2.51,0,2.51,1,1,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.19,0,0,13,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,6.83,0,0,41,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,6.78,0,0,51,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,12.11,0,0,83,,,,,0,,,,,,
2020-05-30,2020-05-30,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,15.92,0,0,152,4,,,,0,3.98,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,25.97,0,0,134,2,1,actions:onsite_conversion.lead_grouped,25.97,0,12.985,1,1,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,22.77,0,0,209,4,,,,0,5.6925,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,17.95,0,0,207,1,,,,0,17.95,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,18.98,0,0,164,1,,,,0,18.98,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,14.66,0,0,183,1,,,,0,14.66,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,15.97,0,0,134,2,,,,0,7.985,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,19.99,0,0,207,,,,,0,,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,19.34,0,0,204,3,,,,0,6.44666667,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,15.65,0,0,199,1,,,,0,15.65,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,5.57,0,0,73,2,,,,0,2.785,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,12.45,0,0,134,2,,,,0,6.225,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,14.31,0,0,137,2,,,,0,7.155,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,14.94,0,0,118,2,,,,0,7.47,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,11.62,0,0,118,3,,,,0,3.87333333,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,10.81,0,0,163,,,,,0,,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,15.56,0,0,241,1,,,,0,15.56,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,8.3,0,0,169,,,,,0,,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,3.85,0,0,40,1,,,,0,3.85,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,2.14,0,0,28,,,,,0,,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,2.53,0,0,23,,,,,0,,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,4.31,0,0,26,,,,,0,,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,3.76,0,0,36,,,,,0,,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,5.1,0,0,76,1,,,,0,5.1,,,,,
2020-05-29,2020-05-29,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,17.56,0,0,110,1,,,,0,17.56,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,19.66,0,0,282,3,,,,0,6.55333333,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,20.5,0,0,262,3,1,actions:onsite_conversion.lead_grouped,20.5,0,6.83333333,1,1,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,30.53,0,0,313,6,1,actions:onsite_conversion.lead_grouped,30.53,0,5.08833333,1,1,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,17.29,0,0,304,2,,,,0,8.645,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,15.78,0,0,204,1,1,actions:onsite_conversion.lead_grouped,15.78,0,15.78,1,1,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,18.81,0,0,274,3,1,actions:onsite_conversion.lead_grouped,18.81,0,6.27,1,1,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,15.33,0,0,278,2,,,,0,7.665,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,16.71,0,0,303,1,,,,0,16.71,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,13.61,0,0,304,2,,,,0,6.805,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,16.04,0,0,285,2,1,actions:onsite_conversion.lead_grouped,16.04,0,8.02,1,1,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,12.87,0,0,254,1,,,,0,12.87,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,13.84,0,0,215,4,1,actions:onsite_conversion.lead_grouped,13.84,0,3.46,1,1,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,16.07,0,0,213,6,2,actions:onsite_conversion.lead_grouped,8.035,0,2.67833333,2,2,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,9.79,0,0,208,3,,,,0,3.26333333,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,12.51,0,0,200,3,,,,0,4.17,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,8.38,0,0,116,,,,,0,,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,6.43,0,0,76,2,1,actions:onsite_conversion.lead_grouped,6.43,0,3.215,1,1,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,7.22,0,0,37,1,,,,0,7.22,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,2.65,0,0,25,1,,,,0,2.65,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,6.07,0,0,22,,,,,0,,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,2.67,0,0,50,,,,,0,,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,4.86,0,0,68,,,,,0,,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,9.61,0,0,146,2,,,,0,4.805,,,,,
2020-05-28,2020-05-28,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,20.43,0,0,318,2,1,actions:onsite_conversion.lead_grouped,20.43,0,10.215,1,1,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,21.32,0,0,416,3,,,,0,7.10666667,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,27.9,0,0,463,3,1,actions:onsite_conversion.lead_grouped,27.9,0,9.3,1,1,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,20.81,0,0,420,2,,,,0,10.405,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,22.59,0,0,372,3,,,,0,7.53,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,18.75,0,0,284,6,,,,0,3.125,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,22.37,0,0,329,5,,,,0,4.474,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,16.33,0,0,325,1,,,,0,16.33,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,21.31,0,0,344,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,16.43,0,0,287,2,,,,0,8.215,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,13.4,0,0,269,1,,,,0,13.4,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,14.82,0,0,271,3,,,,0,4.94,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,9.92,0,0,184,2,,,,0,4.96,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,8.67,0,0,181,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,8.01,0,0,114,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,18.08,0,0,178,4,,,,0,4.52,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,10.93,0,0,167,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,6.46,0,0,126,2,,,,0,3.23,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,3.63,0,0,41,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.34,0,0,19,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,0.64,0,0,16,1,1,actions:onsite_conversion.lead_grouped,0.64,0,0.64,1,1,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.1,0,0,29,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,6.33,0,0,54,,,,,0,,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,8.98,0,0,112,1,,,,0,8.98,,,,,
2020-05-27,2020-05-27,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,21.26,0,0,222,4,1,actions:onsite_conversion.lead_grouped,21.26,0,5.315,1,1,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,16.57,0,0,189,3,1,actions:onsite_conversion.lead_grouped,16.57,0,5.52333333,1,1,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,30.03,0,0,302,1,1,actions:onsite_conversion.lead_grouped,30.03,0,30.03,1,1,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,27.64,0,0,381,1,,,,0,27.64,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,17.5,0,0,272,1,,,,0,17.5,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,20.11,0,0,279,1,,,,0,20.11,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,21.98,0,0,306,4,,,,0,5.495,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,14.21,0,0,292,3,,,,0,4.73666667,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,26.43,0,0,288,6,,,,0,4.405,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,21.27,0,0,304,3,1,actions:onsite_conversion.lead_grouped,21.27,0,7.09,1,1,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,13.37,0,0,227,1,,,,0,13.37,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,11.53,0,0,183,2,,,,0,5.765,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,13.92,0,0,168,3,,,,0,4.64,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,16.19,0,0,222,,,,,0,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,8.9,0,0,139,1,,,,0,8.9,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,20.66,0,0,149,1,1,actions:onsite_conversion.lead_grouped,20.66,0,20.66,1,1,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,12.03,0,0,177,2,,,,0,6.015,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,9.47,0,0,114,2,,,,0,4.735,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,2.95,0,0,43,1,,,,0,2.95,,,,,
