"Inicio del informe","Fin del informe","Nombre de la campaña",Edad,Sexo,Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,25-34,unknown,2020-05-01,2020-05-31,1.82,29,1.3448275862069,39,,,,,62.75862069,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,25-34,male,2020-05-01,2020-05-31,82,1472,1.1372282608696,1674,12,1,actions:onsite_conversion.lead_grouped,82,55.70652174,6.83333333,1,1,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,25-34,female,2020-05-01,2020-05-31,61.9,1034,1.1179883945841,1156,10,,,,59.86460348,6.19,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,55-64,unknown,2020-05-01,2020-05-31,0.1,2,2,4,,,,,50,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,55-64,male,2020-05-01,2020-05-31,9,112,1.0892857142857,122,,,,,80.35714286,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,55-64,female,2020-05-01,2020-05-31,18.31,121,1.1239669421488,136,,,,,151.32231405,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,45-54,unknown,2020-05-01,2020-05-31,1.27,12,1.0833333333333,13,,,,,105.83333333,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,45-54,male,2020-05-01,2020-05-31,30.62,308,1.0974025974026,338,3,1,actions:onsite_conversion.lead_grouped,30.62,99.41558442,10.20666667,1,1,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,45-54,female,2020-05-01,2020-05-31,12.35,225,1.0844444444444,244,3,,,,54.88888889,4.11666667,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,35-44,unknown,2020-05-01,2020-05-31,1.19,30,1.1333333333333,34,1,,,,39.66666667,1.19,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,35-44,male,2020-05-01,2020-05-31,55.61,618,1.1359223300971,702,4,,,,89.98381877,13.9025,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,35-44,female,2020-05-01,2020-05-31,35.29,410,1.1268292682927,462,7,1,actions:onsite_conversion.lead_grouped,35.29,86.07317073,5.04142857,1,1,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,25-34,unknown,2020-05-01,2020-05-31,2.07,34,1.0882352941176,37,,,,,60.88235294,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,25-34,male,2020-05-01,2020-05-31,76.85,1474,1.1255088195387,1659,12,2,actions:onsite_conversion.lead_grouped,38.425,52.13704206,6.40416667,2,2,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,25-34,female,2020-05-01,2020-05-31,67.68,1105,1.1140271493213,1231,7,1,actions:onsite_conversion.lead_grouped,67.68,61.24886878,9.66857143,1,1,,,
