,"cliente","Año-Mes","plataforma_abreviacion","inicio_reporte","fin_reporte","tipo_conversion","fuente_medio","Nombre_Campaña","llave_analytcis","conversiones","revenue","archivo"
4,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_mkt_precioslocos_fb","2003_OD_MKT_PRECIOSLOCOSBUMPER10S_17AL19_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
5,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_mkt_precioslocos_fb","2003_OD_MKT_PRECIOSLOCOSBUMPER5S_17AL19_FB",,42,173144.25,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
6,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Directa","adsocialfb / 2003_od_mkt_precioslocos_fb","2003_OD_MKT_PRECIOSLOCOSBUMPER5S_17AL19_FB",,68,311044.86391,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
7,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialig / 2003_od_mkt_precioslocos_ig","2003_OD_MKT_PRECIOSLOCOSINSTAGRAM1_17AL19_IG",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
8,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialig / 2003_od_mkt_precioslocos_ig","2003_OD_MKT_PRECIOSLOCOSINSTAGRAM2_17AL19_IG",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
9,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_mkt_precioslocos_fb","2003_OD_MKT_PRECIOSLOCOSV1_17AL19_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
10,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_mkt_precioslocos_fb","2003_OD_MKT_PRECIOSLOCOSV2_17AL19_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
11,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_payclip_campaña_del_mes_fb","2003_OD_PAYCLIP_CAMPAÑA_DEL_MES_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
12,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocial_sem / 2003_od_payclip_campaña_del_mes_sem","2003_OD_PAYCLIP_CAMPAÑA_DEL_MES_SEM",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
13,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_payclip_precios_locos_fb","2003_OD_PAYCLIP_PRECIOS_LOCOS_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
14,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Directa","adsocial_fb / 2003_od_payclip_precios_locos_fb","2003_OD_PAYCLIP_PRECIOS_LOCOS_FB",,2,9890.851071,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
15,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Directa","adsocialfb / 2003_od_ppf_brotherimpresion_brotherday_fb","2003_OD_PPF_BROTHERIMPRESION_BROTHERDAY_24Y25_FB",,2,2196.256995,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
16,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2003_od_ppf_brotherimpresion_brotherday_sem","2003_OD_PPF_BROTHERIMPRESION_BROTHERDAY_24Y25_SEM",,1,3499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
17,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2003_od_ppf_brotherimpresionlaser_fb","2003_OD_PPF_BROTHERIMPRESIONLASER_1AL31_FB",,1,469,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
18,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_ppf_brotherimpresionlaser_fb","2003_OD_PPF_BROTHERIMPRESIONLASER_1AL31_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
19,"Office Depot","2003_Marzo","SEM","2020-03-01","2020-03-08","Asistida","adsocialgoogle / 2003_od_ppf_brotherimpresionlaser_sem","2003_OD_PPF_BROTHERIMPRESIONLASER_1AL31_SEM",,1,799,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
0,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2003_od_ppf_brotherimpresionlaser_sem","2003_OD_PPF_BROTHERIMPRESIONLASER_1AL31_SEM",,5,9295,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
1,"Office Depot","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialgoogle / 2003_od_ppf_brotherimpresionlaser_sem","2003_OD_PPF_BROTHERIMPRESIONLASER_1AL31_SEM",,2,4568.15,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
0,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Directa","adsocialgoogle / 2003_od_ppf_brotherimpresionlaser_sem","2003_OD_PPF_BROTHERIMPRESIONLASER_1AL31_SEM",,4,7910.04271,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
1,"Office Depot","2003_Marzo","SEM","2020-03-09","2020-03-16","Directa","adsocialgoogle / 2003_od_ppf_brotherimpresionlaser_sem","2003_OD_PPF_BROTHERIMPRESIONLASER_1AL31_SEM",,2,4288.158537,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200309-20200316.xlsx"
2,"Office Depot","2003_Marzo","DSP","2020-03-17","2020-03-24","Asistida","adsocialdsp / 2003_od_ppf_brotherimpresiontanque_dsp","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_DSP",,1,268.2,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
3,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2003_od_ppf_brotherimpresiontanque_fb","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_FB",,1,6499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
4,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_ppf_brotherimpresiontanque_fb","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_FB",,5,16983.5,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
5,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_od_ppf_brotherimpresiontanque_fb","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_FB",,1,594.15,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
6,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Directa","adsocialfb / 2003_od_ppf_brotherimpresiontanque_fb","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_FB",,5,17751.857177,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200301-20200308.xlsx"
7,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Directa","adsocialfb / 2003_od_ppf_brotherimpresiontanque_fb","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_FB",,7,27008.025206,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
8,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Directa","adsocialfb / 2003_od_ppf_brotherimpresiontanque_fb","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_FB",,2,4835.002113,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200309-20200316.xlsx"
9,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2003_od_ppf_brotherimpresiontanque_sem","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_SEM",,3,11757.1,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
10,"Office Depot","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialgoogle / 2003_od_ppf_brotherimpresiontanque_sem","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_SEM",,2,12742.94,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
11,"Office Depot","2003_Marzo","SEM","2020-03-09","2020-03-16","Directa","adsocialgoogle / 2003_od_ppf_brotherimpresiontanque_sem","2003_OD_PPF_BROTHERIMPRESIONTANQUE_1AL31_SEM",,5,20811.165887,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200309-20200316.xlsx"
12,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_ppf_brotherrotuladores_fb","2003_OD_PPF_BROTHERROTULADORES_1AL31_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
13,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_od_ppf_brotherrotuladores_fb","2003_OD_PPF_BROTHERROTULADORES_1AL31_FB",,1,472.5,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
14,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2003_od_ppf_brotherrotuladores_sem","2003_OD_PPF_BROTHERROTULADORES_1AL31_SEM",,5,5684.36,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
15,"Office Depot","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialgoogle / 2003_od_ppf_brotherrotuladores_sem","2003_OD_PPF_BROTHERROTULADORES_1AL31_SEM",,3,5680.2,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
16,"Office Depot","2003_Marzo","SEM","2020-03-09","2020-03-16","Directa","adsocialgoogle / 2003_od_ppf_brotherrotuladores_sem","2003_OD_PPF_BROTHERROTULADORES_1AL31_SEM",,2,117.013604,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200309-20200316.xlsx"
17,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_ppf_microsoftoffice_fb","2003_OD_PPF_MICROSOFTOFFICE__13AL31_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
18,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Directa","adsocialfb / 2003_od_ppf_microsoftoffice_fb","2003_OD_PPF_MICROSOFTOFFICE__13AL31_FB",,2,2657.932639,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
19,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2003_od_ppf_microsoftoffice_sem","2003_OD_PPF_MICROSOFTOFFICE__13AL31_SEM",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
20,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_od_ppf_microsoftoffice_fb","2003_OD_PPF_MICROSOFTOFFICE__15AL31_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
21,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_od_ppf_microsoftoffice_fb","2003_OD_PPF_MICROSOFTOFFICE__15AL31_FB",,1,1199,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
22,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Directa","adsocialfb / 2003_od_ppf_microsoftoffice_fb","2003_OD_PPF_MICROSOFTOFFICE__15AL31_FB",,2,3999.650001,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
23,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2003_od_ppf_microsoftoffice_sem","2003_OD_PPF_MICROSOFTOFFICE__15AL31_SEM",,4,6637.2,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
24,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Directa","adsocialgoogle / 2003_od_ppf_microsoftoffice_sem","2003_OD_PPF_MICROSOFTOFFICE__15AL31_SEM",,2,149.275125,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
25,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_pyme_home_office_fb","2003_OD_PYME_HOME_OFFICE_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
26,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_pyme_precios_locos_fb","2003_OD_PYME_PRECIOS_LOCOS_FB",,7,29190.25,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
27,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocial_fb / 2003_od_pyme_promociones_papel_fb","2003_OD_PYME_PROMOCIONES_PAPEL_FB",,13,16288.4,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
28,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_pyme_promociones_papel_fb","2003_OD_PYME_PROMOCIONES_PAPEL_FB",,1,144,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
29,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocial_fb / 2003_od_pyme_promociones_papel_fb","2003_OD_PYME_PROMOCIONES_PAPEL_FB",,8,12328.2,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
30,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Directa","adsocial_fb / 2003_od_pyme_promociones_papel_fb","2003_OD_PYME_PROMOCIONES_PAPEL_FB",,15,12104.741591,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200301-20200308.xlsx"
31,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Directa","adsocial_fb / 2003_od_pyme_promociones_papel_fb","2003_OD_PYME_PROMOCIONES_PAPEL_FB",,16,9261.782766,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200309-20200316.xlsx"
32,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_pyme_trabajo_en_casa_fb","2003_OD_PYME_TRABAJO_EN_CASA_FB",,1,1899,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
33,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / (not set)","2003_OD_TP-LINK_CAMPA",,1,425,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
34,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_tp-link_campaña_del_mes_fb","2003_OD_TP-LINK_CAMPAÑA_DEL_MES_FB",,4,7840.3,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
35,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_od_tuk_campaña_del_mes_fb","2003_OD_TUK_CAMPAÑA_DEL_MES_FB",,2,8498,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
36,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2003_petco_ecomm_ao_marzo","2003_PETCO_ECOMM_AO_2-29_MARZO",,14,11090.85,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
37,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_petco_ecomm_ao_marzo","2003_PETCO_ECOMM_AO_2-29_MARZO",,2,1323.7,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
38,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_petco_ecomm_ao_marzo","2003_PETCO_ECOMM_AO_2-29_MARZO",,4,6966,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
39,"Petco","2003_Marzo","DSP","2020-03-01","2020-03-08","Asistida","adsocialdsp / 2003_petco_ecomm_ao_marzo_dsp","2003_PETCO_ECOMM_AO_2-29_MARZO_DSP",,1,430.8,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
40,"Petco","2003_Marzo","DSP","2020-03-09","2020-03-16","Asistida","adsocialdsp / 2003_petco_ecomm_ao_marzo_dsp","2003_PETCO_ECOMM_AO_2-29_MARZO_DSP",,1,469,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
41,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2003_petco_ecomm_ao_marzo_fb","2003_PETCO_ECOMM_AO_2-29_MARZO_FB",,2,2198.8,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
42,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_petco_ecomm_ao_marzo_fb","2003_PETCO_ECOMM_AO_2-29_MARZO_FB",,13,11335.44,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
43,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_petco_ecomm_ao_marzo_fb","2003_PETCO_ECOMM_AO_2-29_MARZO_FB",,16,19694.8,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
44,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_petco_ecomm_ao_marzo_fb","2003_PETCO_ECOMM_AO_MARZO_20al22_FB",,5,11025,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
45,"Petco","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_petco_ecomm_marzo_semana_fb","2003_PETCO_ECOMM_MARZO_Semana_9-12_FB",,5,4118.6,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
46,"Petco","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_petco_ecomm_marzo_semana_fb","2003_PETCO_ECOMM_MARZO_Semana_9-12_FB",,11,13399.05,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
47,"Petco","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_petco_ecomm_marzo_semana_fb","2003_PETCO_ECOMM_MARZO_SEMANA13-16_FB",,5,3604,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
48,"Petco","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_petco_ecomm_marzo_semana_fb","2003_PETCO_ECOMM_MARZO_SEMANA13-16_FB",,12,10060.3,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
49,"Petco","2003_Marzo","SEM","2020-03-01","2020-03-08","Asistida","adsocialfb / 2003_petco_ecomm_marzo_semana_fb","2003_PETCO_ECOMM_MARZO_Semana6-8_FB",,1,1361.75,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
50,"Petco","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialfb / 2003_petco_ecomm_marzo_semana_fb","2003_PETCO_ECOMM_MARZO_Semana6-8_FB",,3,3700,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
51,"Petco","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialfb / 2003_petco_ecomm_marzo_semana_fb","2003_PETCO_ECOMM_MARZO_Semana6-8_FB",,10,9923.3,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
52,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2003_petco_ecommerce_fb","2003_Petco_Ecommerce_FB",,4,4710.85,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
