,"cliente","Año-Mes","plataforma_abreviacion","inicio_reporte","fin_reporte","tipo_conversion","fuente_medio","Nombre_Campaña","llave_analytcis","conversiones","revenue","archivo"
0,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocial_fb_lenovo / 2001_od_mkt_regalos_magicos_fb","2001_OD_MKT_REGALOS_MAGICOS_FB",,1,2979,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
1,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocial_fb_hp / 2001_od_mkt_regalos_magicos_fb","2001_OD_MKT_REGALOS_MAGICOS_FB",,1,84,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
2,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocial_fb_lenovo / 2001_od_mkt_regalos_magicos_fb","2001_OD_MKT_REGALOS_MAGICOS_FB",,1,131.6,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
3,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_od_ppf_3m_fb","2001_OD_PPF_3M_ENERO_FB",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
4,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_od_ppf_3m_fb","2001_OD_PPF_3M_ENERO_FB",,1,99,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
5,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERIMPRESION_16AL31_FB",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
6,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERIMPRESION_16AL31_FB",,2,5971.018166,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
8,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_FB",,3,5444,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
9,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_FB",,1,1446.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
10,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_FB",,2,2468.441777,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
11,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_FB",,1,1949.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
12,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_FB",,3,4134,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
13,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Directa","adsocialfb / 2001_od_ppf_ao_brother_fb","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_FB",,2,1270.15472,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200209-20200216.xlsx"
16,"Office Depot","2002_Febrero","SEM","2020-02-25","2020-02-29","Asistida","adsocialgoogle / 2001_od_ppf_ao_brother_sem","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_SEM",,1,5870.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200225-20200229.csv"
0,"Office Depot","2002_Febrero","SEM","2020-02-01","2020-02-08","Asistida","adsocialgoogle / 2001_od_ppf_ao_brother_sem","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_SEM",,1,3999.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
0,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_od_ppf_brother_fb","2001_OD_PPF_BROTHER_BROTHERDAY_15ENE_FB",,1,536.4,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
4,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 2001_od_ppf_brother_day_fb","2001_OD_PPF_BROTHER_DAY_FB",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
6,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 2001_od_ppf_izettle_fb","2001_OD_PPF_IZETTLE_09AL31_FB",,3,4945.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
7,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocial_fb / 2001_od_ppf_izettle_fb","2001_OD_PPF_IZETTLE_09AL31_FB",,2,954.557367,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200117-20200124.xlsx"
1,"Office Depot","2002_Febrero","DSP","2020-02-09","2020-02-16","Asistida","adsocial_dsp / 2001_od_ppf_payclip_clip_plus_2_dsp","2001_OD_PPF_PAYCLIP_CLIP_PLUS_2_DSP",,1,208.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
2,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 2001_od_ppf_payclip_clip_plus_2_fb","2001_OD_PPF_PAYCLIP_CLIP_PLUS_2_FB",,1,1347,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
4,"Office Depot","2002_Febrero","SEM","2020-02-09","2020-02-16","Asistida","adsocial_sem / 2001_od_ppf_payclip_clip_plus_2_sem","2001_OD_PPF_PAYCLIP_CLIP_PLUS_2_SEM",,2,1359,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
5,"Office Depot","2001_Enero","DSP","2020-01-17","2020-01-24","Directa","adsocial_dsp / 2001_od_ppf_payclip_clip_pro_dsp","2001_OD_PPF_PAYCLIP_CLIP_PRO_DSP",,2,109.920658,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200117-20200124.xlsx"
6,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 2001_od_ppf_payclip_clip_pro_fb","2001_OD_PPF_PAYCLIP_CLIP_PRO_FB",,1,1347,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
8,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_od_ppf_tuk_fb","2001_OD_PPF_TUK_ENERO_FB",,3,4654.27,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
0,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_od_ppf_tuk_fb","2001_OD_PPF_TUK_ENERO_FB",,1,31.9,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
1,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocialfb / 2001_od_ppf_tuk_fb","2001_OD_PPF_TUK_ENERO_FB",,3,1372.255868,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200117-20200124.xlsx"
2,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Directa","adsocialfb / 2001_od_ppf_tuk_fb","2001_OD_PPF_TUK_ENERO_FB",,2,49.483527,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
3,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_od_ppf_tuk_fb","2001_OD_PPF_TUK_ENERO_FB",,1,107.9,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
4,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocial_fb / (not set)","2001_OD_PYME_D",,1,3994,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
5,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocial_fb / 2001_od_pyme_días_de_la_tecnología_fb","2001_OD_PYME_DÍAS_DE_LA_TECNOLOGÍA_FB",,4,19081.55,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
6,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocial_fb / 2001_od_pyme_días_de_la_tecnología_fb","2001_OD_PYME_DÍAS_DE_LA_TECNOLOGÍA_FB",,3,8932.124403,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
7,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocial_fb / 2001_od_pyme_días_de_la_tecnología_fb","2001_OD_PYME_DÍAS_DE_LA_TECNOLOGÍA_FB",,2,24648.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
8,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 2001_od_pyme_fb","2001_OD_PYME_FB",,3,5145,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
9,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_24-26_ENE_FB",,1,553.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
0,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_27-30_ENE_FB",,4,5250.67,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
1,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_27-30_ENE_FB",,1,691.5,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
2,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_27-30_ENE_FB",,3,2121.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
3,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_27-30_ENE_FB",,3,3606.75,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
4,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_dic_fb","2001_PETCO_ECOMM_AO_30DicAL2Ene_FB",,13,14599,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
0,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_dic_fb","2001_PETCO_ECOMM_AO_30DicAL2Ene_FB",,7,4091.28,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
1,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_dic_fb","2001_PETCO_ECOMM_AO_30DicAL2Ene_FB",,10,11570.61,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
2,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_dic_fb","2001_PETCO_ECOMM_AO_30DicAL2Ene_FB",,2,1169.1,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
3,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_10al12_FB",,2,2672.66,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
4,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_10al12_FB",,1,1395.9,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
5,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_10al12_FB",,2,1466.34,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
6,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_13al16_FB",,6,6624.05,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
7,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_13al16_FB",,4,3182,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
0,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_13al16_FB",,4,2257.54,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
1,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_17AL19_FB",,2,1924,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
0,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_17AL19_FB",,3,1649.29,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
1,"Petco","2002_Febrero","DSP","2020-02-01","2020-02-08","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_ENE_20AL23_DSP",,1,1713.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
2,"Petco","2002_Febrero","DSP","2020-02-09","2020-02-16","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_ENE_20AL23_DSP",,1,1399.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
3,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_20AL23_FB",,1,650,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
4,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_20AL23_FB",,2,2614.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
5,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_6AL9_FB",,4,5005.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
6,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_6AL9_FB",,2,2529,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
7,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_6AL9_FB",,5,7772.81,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
8,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_6AL9_FB",,1,624,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
9,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_6AL9_FB",,5,3819.79,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
10,"Petco","2001_Enero","DSP","2020-01-17","2020-01-24","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_ENE_7al13_DSP",,1,1222.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
0,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_7al13_FB",,11,8171.09,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
1,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_7al13_FB",,17,18666.26,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
2,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_7al13_FB",,8,8893.3,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
3,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_7al13_FB",,3,2718.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
4,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_7al13_FB",,1,2332,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
5,"Petco","2001_Enero","DSP","2020-01-09","2020-01-16","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_ENE_DSP",,2,2252,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
6,"Petco","2001_Enero","DSP","2020-01-25","2020-01-31","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_ENE_DSP",,2,2152,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
7,"Petco","2002_Febrero","DSP","2020-02-01","2020-02-08","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_ENE_DSP",,1,709.5,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
8,"Petco","2002_Febrero","DSP","2020-02-09","2020-02-16","Asistida","adsocialdsp / 2001_petco_ecomm_ao_ene_dsp","2001_PETCO_ECOMM_AO_ENE_DSP",,2,2222,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
9,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,15,14457.65,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
10,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,18,14387.9,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
0,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,18,19718.01,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
1,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_petco_ecomm_ao_ene_fb","2001_PETCO_ECOMM_AO_ENE_FB",,12,10722.8,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
