,cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,dias_mes,dias_semana,inversion_diaria,inversion_semanal
1346,od,payclip,2003_od_payclip_ppf_pfm_dsp,2003_od_payclip_ppf_pfm_dsp_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,30663.0,0.0,1252.16,1252.16,748.79,708.32,40.48,23.1,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,1252.16,53955.0,24.0,14.0,14115.38,2003_od_payclip_ppf_pfm_dsp_2020-03-09,14.0,0.0,14115.38,0.0,0,0,31,8,40.392258064516135,323.1380645161291
1347,od,payclip,2003_od_payclip_ppf_pfm_dsp,2003_od_payclip_ppf_pfm_dsp_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,30663.0,0.0,1252.16,1252.16,748.79,708.32,40.48,23.1,,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,3.0,2473.9,2003_od_payclip_ppf_pfm_dsp_2020-04-17,0.0,3.0,0.0,2473.9,0,0,31,0,40.392258064516135,0.0
1348,od,payclip,2003_od_payclip_ppf_pfm_dsp,2003_od_payclip_ppf_pfm_dsp_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,30663.0,0.0,1252.16,1252.16,748.79,708.32,40.48,23.1,,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,11.31268,277.0,0.0,9.0,10999.6,2003_od_payclip_ppf_pfm_dsp_2020-04-01,0.0,9.0,0.0,10999.6,0,0,31,0,40.392258064516135,0.0
1349,od,payclip,2003_od_payclip_ppf_pfm_dsp,2003_od_payclip_ppf_pfm_dsp_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,30663.0,0.0,1252.16,1252.16,748.79,708.32,40.48,23.1,,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,0.0,0.0,8.0,5105.9,2003_od_payclip_ppf_pfm_dsp_2020-04-09,0.0,8.0,0.0,5105.9,0,0,31,0,40.392258064516135,0.0
1350,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,746.76,102356.0,256.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,7,207.74193548387098,1454.1935483870968
1351,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-17,2020-03-31,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2059.43,142222.0,653.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,207.74193548387098,1661.9354838709678
1352,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-20,2020-03-31,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2433.96,154508.0,621.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,207.74193548387098,1454.1935483870968
1353,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-05,2020-03-31,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,439.79,58810.0,189.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,207.74193548387098,1661.9354838709678
1354,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,746.76,102356.0,256.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,7,225.80645161290323,1580.6451612903227
1355,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-17,2020-03-31,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2059.43,142222.0,653.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,225.80645161290323,1806.4516129032259
1356,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-20,2020-03-31,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2433.96,154508.0,621.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,225.80645161290323,1580.6451612903227
1357,od,payclip,2003_od_payclip_ppf_pfm_fb,2003_od_payclip_ppf_pfm_fb_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01,2020-03-31,2020-03-05,2020-03-31,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,439.79,58810.0,189.0,0.0,0.0,2003_od_payclip_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,225.80645161290323,1806.4516129032259
1358,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.0,358.0,0.0,3220.0,3220.0,3220.0,3220.0,0.0,9.0,,2020-03-01,2020-03-08,2020-03-04,2020-03-08,MXN,485.02,1550.0,62.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,5,103.87096774193549,519.3548387096774
1359,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.0,358.0,0.0,3220.0,3220.0,3220.0,3220.0,0.0,9.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,787.26,1883.0,85.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,103.87096774193549,830.9677419354839
1360,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.0,358.0,0.0,3220.0,3220.0,3220.0,3220.0,0.0,9.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,800.79,1747.0,117.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,103.87096774193549,727.0967741935484
1361,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.0,358.0,0.0,3220.0,3220.0,3220.0,3220.0,0.0,9.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,1028.9,2574.0,142.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,103.87096774193549,830.9677419354839
1362,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.78,358.0,0.0,3500.0,3500.0,3220.0,3220.0,0.0,9.0,,2020-03-01,2020-03-08,2020-03-04,2020-03-08,MXN,485.02,1550.0,62.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,5,112.90322580645162,564.516129032258
1363,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.78,358.0,0.0,3500.0,3500.0,3220.0,3220.0,0.0,9.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,787.26,1883.0,85.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,112.90322580645162,903.2258064516129
1364,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.78,358.0,0.0,3500.0,3500.0,3220.0,3220.0,0.0,9.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,800.79,1747.0,117.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,112.90322580645162,790.3225806451613
1365,od,payclip,2003_od_payclip_ppf_pfm_sem,2003_od_payclip_ppf_pfm_sem_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01,2020-03-31,2020-03-04,2020-03-31,9.78,358.0,0.0,3500.0,3500.0,3220.0,3220.0,0.0,9.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,1028.9,2574.0,142.0,0.0,0.0,2003_od_payclip_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,112.90322580645162,903.2258064516129
1366,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,36.25,171417.0,226.27,6213.73,6440.0,0.0,0.0,0.0,0.0,,2020-01-17,2020-01-24,2020-01-20,2020-01-24,MXN,3443.315,94988.0,78.0,6.0,2304.5,2001_od_payclipenero_ppf_pfm_dsp_2020-01-17,6.0,0.0,2304.5,0.0,0,0,12,5,536.6666666666666,2683.333333333333
1367,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,36.25,171417.0,226.27,6213.73,6440.0,0.0,0.0,0.0,0.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,4113.5775,113478.0,83.0,17.0,90596.53,2001_od_payclipenero_ppf_pfm_dsp_2020-01-25,17.0,0.0,90596.53,0.0,0,0,12,7,536.6666666666666,3756.6666666666665
1368,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,36.25,171417.0,226.27,6213.73,6440.0,0.0,0.0,0.0,0.0,,2020-02-17,2020-02-24,2020-02-17,2020-01-31,MXN,0.0,0.0,0.0,16.0,36304.55,2001_od_payclipenero_ppf_pfm_dsp_2020-02-17,0.0,16.0,0.0,36304.55,0,0,12,0,536.6666666666666,0.0
1369,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,36.25,171417.0,226.27,6213.73,6440.0,0.0,0.0,0.0,0.0,,2020-02-25,2020-02-29,2020-02-25,2020-01-31,MXN,0.0,0.0,0.0,5.0,20400.01,2001_od_payclipenero_ppf_pfm_dsp_2020-02-25,0.0,5.0,0.0,20400.01,0,0,12,0,536.6666666666666,0.0
1370,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,36.25,171417.0,226.27,6213.73,6440.0,0.0,0.0,0.0,0.0,,2020-02-01,2020-02-08,2020-02-01,2020-01-31,MXN,17.545,484.0,1.0,39.0,89378.26,2001_od_payclipenero_ppf_pfm_dsp_2020-02-01,0.0,39.0,0.0,89378.26,0,0,12,0,536.6666666666666,0.0
1371,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,36.25,171417.0,226.27,6213.73,6440.0,0.0,0.0,0.0,0.0,,2020-02-09,2020-02-16,2020-02-09,2020-01-31,MXN,0.0,0.0,0.0,27.0,44253.55,2001_od_payclipenero_ppf_pfm_dsp_2020-02-09,0.0,27.0,0.0,44253.55,0,0,12,0,536.6666666666666,0.0
1372,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,36.25,171417.0,226.27,6213.73,6440.0,0.0,0.0,0.0,0.0,,2020-03-01,2020-03-08,2020-03-01,2020-01-31,MXN,0.0,0.0,0.0,1.0,899.25,2001_od_payclipenero_ppf_pfm_dsp_2020-03-01,0.0,1.0,0.0,899.25,0,0,12,0,536.6666666666666,0.0
1373,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,40.84,171417.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,,2020-01-17,2020-01-24,2020-01-20,2020-01-24,MXN,3879.3099200000006,94988.0,78.0,6.0,2304.5,2001_od_payclipenero_ppf_pfm_dsp_2020-01-17,6.0,0.0,2304.5,0.0,0,0,12,5,583.3333333333334,2916.666666666667
1374,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,40.84,171417.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,4634.44152,113478.0,83.0,17.0,90596.53,2001_od_payclipenero_ppf_pfm_dsp_2020-01-25,17.0,0.0,90596.53,0.0,0,0,12,7,583.3333333333334,4083.3333333333335
1375,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,40.84,171417.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,,2020-02-17,2020-02-24,2020-02-17,2020-01-31,MXN,0.0,0.0,0.0,16.0,36304.55,2001_od_payclipenero_ppf_pfm_dsp_2020-02-17,0.0,16.0,0.0,36304.55,0,0,12,0,583.3333333333334,0.0
1376,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,40.84,171417.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,,2020-02-25,2020-02-29,2020-02-25,2020-01-31,MXN,0.0,0.0,0.0,5.0,20400.01,2001_od_payclipenero_ppf_pfm_dsp_2020-02-25,0.0,5.0,0.0,20400.01,0,0,12,0,583.3333333333334,0.0
1377,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,40.84,171417.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,,2020-02-01,2020-02-08,2020-02-01,2020-01-31,MXN,19.766560000000002,484.0,1.0,39.0,89378.26,2001_od_payclipenero_ppf_pfm_dsp_2020-02-01,0.0,39.0,0.0,89378.26,0,0,12,0,583.3333333333334,0.0
1378,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,40.84,171417.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,,2020-02-09,2020-02-16,2020-02-09,2020-01-31,MXN,0.0,0.0,0.0,27.0,44253.55,2001_od_payclipenero_ppf_pfm_dsp_2020-02-09,0.0,27.0,0.0,44253.55,0,0,12,0,583.3333333333334,0.0
1379,od,payclipenero,2001_od_payclipenero_ppf_pfm_dsp,2001_od_payclipenero_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20,2020-01-31,2020-01-20,2020-01-31,40.84,171417.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,,2020-03-01,2020-03-08,2020-03-01,2020-01-31,MXN,0.0,0.0,0.0,1.0,899.25,2001_od_payclipenero_ppf_pfm_dsp_2020-03-01,0.0,1.0,0.0,899.25,0,0,12,0,583.3333333333334,0.0
1380,od,payclipenero,2001_od_payclipenero_ppf_pfm_sem,2001_od_payclipenero_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-01-31,9.0,358.0,0.0,3220.0,3220.0,3220.0,3220.0,0.0,9.0,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,1240.5,3175.0,194.0,0.0,0.0,2001_od_payclipenero_ppf_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0,12,8,268.3333333333333,2146.6666666666665
1381,od,payclipenero,2001_od_payclipenero_ppf_pfm_sem,2001_od_payclipenero_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-01-31,9.0,358.0,0.0,3220.0,3220.0,3220.0,3220.0,0.0,9.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,1985.1,5221.0,297.0,0.0,0.0,2001_od_payclipenero_ppf_pfm_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0,12,7,268.3333333333333,1878.3333333333333
1382,od,payclipenero,2001_od_payclipenero_ppf_pfm_sem,2001_od_payclipenero_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-01-31,9.78,358.0,0.0,3500.0,3500.0,3220.0,3220.0,0.0,9.0,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,1240.5,3175.0,194.0,0.0,0.0,2001_od_payclipenero_ppf_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0,12,8,291.6666666666667,2333.3333333333335
1383,od,payclipenero,2001_od_payclipenero_ppf_pfm_sem,2001_od_payclipenero_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-01-31,9.78,358.0,0.0,3500.0,3500.0,3220.0,3220.0,0.0,9.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,1985.1,5221.0,297.0,0.0,0.0,2001_od_payclipenero_ppf_pfm_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0,12,7,291.6666666666667,2041.6666666666667
1384,od,precioslocosmkt,2002_od_precioslocosmkt_pi_mkt_dsp,2002_od_precioslocosmkt_pi_mkt_dsp_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,precioslocosmkt,Programmatic,2020-02-27,2020-03-01,2020-02-27,2020-03-01,36.25,734644.0,969.73,26630.27,27600.0,17940.0,16970.27,969.73,23.1,,2020-02-25,2020-02-29,2020-02-27,2020-02-29,MXN,20227.935,558012.0,137.0,27.0,87775.15,2002_od_precioslocosmkt_pi_mkt_dsp_2020-02-25,27.0,0.0,87775.15,0.0,0,0,4,3,6900.0,20700.0
1385,od,precioslocosmkt,2002_od_precioslocosmkt_pi_mkt_dsp,2002_od_precioslocosmkt_pi_mkt_dsp_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,precioslocosmkt,Programmatic,2020-02-27,2020-03-01,2020-02-27,2020-03-01,36.25,734644.0,969.73,26630.27,27600.0,17940.0,16970.27,969.73,23.1,,2020-03-17,2020-03-24,2020-03-17,2020-03-01,MXN,0.03625,1.0,0.0,41.0,91518.94,2002_od_precioslocosmkt_pi_mkt_dsp_2020-03-17,0.0,41.0,0.0,91518.94,0,0,4,0,6900.0,0.0
1386,od,precioslocosmkt,2002_od_precioslocosmkt_pi_mkt_dsp,2002_od_precioslocosmkt_pi_mkt_dsp_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,precioslocosmkt,Programmatic,2020-02-27,2020-03-01,2020-02-27,2020-03-01,36.25,734644.0,969.73,26630.27,27600.0,17940.0,16970.27,969.73,23.1,,2020-03-25,2020-03-31,2020-03-25,2020-03-01,MXN,0.0,0.0,0.0,20.0,51279.25,2002_od_precioslocosmkt_pi_mkt_dsp_2020-03-25,0.0,20.0,0.0,51279.25,0,0,4,0,6900.0,0.0
1387,od,precioslocosmkt,2002_od_precioslocosmkt_pi_mkt_dsp,2002_od_precioslocosmkt_pi_mkt_dsp_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,precioslocosmkt,Programmatic,2020-02-27,2020-03-01,2020-02-27,2020-03-01,36.25,734644.0,969.73,26630.27,27600.0,17940.0,16970.27,969.73,23.1,,2020-03-09,2020-03-16,2020-03-09,2020-03-01,MXN,0.0,0.0,0.0,41.0,84394.14,2002_od_precioslocosmkt_pi_mkt_dsp_2020-03-09,0.0,41.0,0.0,84394.14,0,0,4,0,6900.0,0.0
1388,od,precioslocosmkt,2002_od_precioslocosmkt_pi_mkt_dsp,2002_od_precioslocosmkt_pi_mkt_dsp_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,precioslocosmkt,Programmatic,2020-02-27,2020-03-01,2020-02-27,2020-03-01,36.25,734644.0,969.73,26630.27,27600.0,17940.0,16970.27,969.73,23.1,,2020-03-01,2020-03-08,2020-03-01,2020-03-01,MXN,8490.33,234216.0,29.0,102.0,325385.98,2002_od_precioslocosmkt_pi_mkt_dsp_2020-03-01,102.0,0.0,325385.98,0.0,0,0,4,1,6900.0,6900.0
1390,od,precioslocosmkt,2003_od_precioslocosmkt_pi_mkt_fb,2003_od_precioslocosmkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,precioslocosmkt,Facebook,2020-03-12,2020-03-15,2020-03-17,2020-03-19,4.0,57500.0,0.0,230000.0,230000.0,230000.0,230000.0,0.0,4.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-19,MXN,214375.69,10587175.0,258814.0,0.0,0.0,2003_od_precioslocosmkt_pi_mkt_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,4,3,57500.0,172500.0
1391,od,pyme,2001_od_pyme_pi_pfm_fb,2001_od_pyme_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,pyme,Facebook,2020-01-09,2020-01-31,2020-01-10,2020-01-31,4.0,11500.0,0.0,46000.0,46000.0,46000.0,46000.0,0.0,4.0,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,19388.850000000002,924833.0,2427.0,0.0,0.0,2001_od_pyme_pi_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0,23,8,2000.0,16000.0
