,cliente_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,dias_mes,dias_semana,kpi_planeado_diario,kpi_planeado_semanal,inversion_plataforma_diaria,inversion_plataforma_semanal,inversion_AdOps_diaria,inversion_AdOps_semanal,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
3168,rs,2005_rs_mercadopago_ppf_pfm_fb,2005_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Facebook,2020-05-01,2020-05-31,2020-05-01,2020-05-21,4.0,2300.0,0.0,9200.0,9200.0,9200.0,9200.0,0.0,4.0,18,31,8,74.0,592.0,297.0,2376.0,297.0,2376.0,2020-05-09,2020-05-16,2020-05-09,2020-05-16,MXN,2076.0,161180.0,696.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_fb_2020-05-09,0.0,0.0,0.0,0.0,0,0
3169,rs,2005_rs_mercadopago_ppf_pfm_fb,2005_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Facebook,2020-05-01,2020-05-31,2020-05-01,2020-05-21,4.0,2300.0,0.0,9200.0,9200.0,9200.0,9200.0,0.0,4.0,19,31,5,74.0,370.0,297.0,1485.0,297.0,1485.0,2020-05-17,2020-05-24,2020-05-17,2020-05-21,MXN,2063.0,106024.0,431.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_fb_2020-05-17,0.0,0.0,0.0,0.0,0,0
3170,rs,2005_rs_mercadopago_ppf_pfm_fb,2005_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Facebook,2020-05-01,2020-05-31,2020-05-01,2020-05-21,4.0,2300.0,0.0,9200.0,9200.0,9200.0,9200.0,0.0,4.0,17,31,8,74.0,592.0,297.0,2376.0,297.0,2376.0,2020-05-01,2020-05-08,2020-05-01,2020-05-08,MXN,1988.0,165555.0,839.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_fb_2020-05-01,0.0,0.0,0.0,0.0,0,0
3171,rs,2005_rs_mercadopago_ppf_pfm_fb,2005_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Facebook,2020-05-01,2020-05-31,2020-05-01,2020-05-21,4.35,2300.0,0.0,10000.0,10000.0,9200.0,9200.0,0.0,4.0,18,31,8,74.0,592.0,323.0,2584.0,297.0,2376.0,2020-05-09,2020-05-16,2020-05-09,2020-05-16,MXN,2076.0,161180.0,696.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_fb_2020-05-09,0.0,0.0,0.0,0.0,0,0
3172,rs,2005_rs_mercadopago_ppf_pfm_fb,2005_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Facebook,2020-05-01,2020-05-31,2020-05-01,2020-05-21,4.35,2300.0,0.0,10000.0,10000.0,9200.0,9200.0,0.0,4.0,19,31,5,74.0,370.0,323.0,1615.0,297.0,1485.0,2020-05-17,2020-05-24,2020-05-17,2020-05-21,MXN,2063.0,106024.0,431.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_fb_2020-05-17,0.0,0.0,0.0,0.0,0,0
3173,rs,2005_rs_mercadopago_ppf_pfm_fb,2005_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Facebook,2020-05-01,2020-05-31,2020-05-01,2020-05-21,4.35,2300.0,0.0,10000.0,10000.0,9200.0,9200.0,0.0,4.0,17,31,8,74.0,592.0,323.0,2584.0,297.0,2376.0,2020-05-01,2020-05-08,2020-05-01,2020-05-08,MXN,1988.0,165555.0,839.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_fb_2020-05-01,0.0,0.0,0.0,0.0,0,0
3174,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-06-01,9.0,716.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,9.0,20,31,7,23.0,161.0,208.0,1456.0,208.0,1456.0,2020-05-25,2020-05-31,2020-05-25,2020-05-31,MXN,6137.0,63783.0,1874.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-25,0.0,0.0,0.0,0.0,0,0
3175,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-05-31,9.0,716.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,9.0,18,31,8,23.0,184.0,208.0,1664.0,208.0,1664.0,2020-05-09,2020-05-16,2020-05-09,2020-05-16,MXN,2434.0,38626.0,1220.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-09,0.0,0.0,0.0,0.0,0,0
3176,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-06-01,9.0,716.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,9.0,19,31,8,23.0,184.0,208.0,1664.0,208.0,1664.0,2020-05-17,2020-05-24,2020-05-17,2020-05-24,MXN,4176.0,38729.0,1375.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-17,0.0,0.0,0.0,0.0,0,0
3177,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-05-31,9.0,716.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,9.0,17,31,8,23.0,184.0,208.0,1664.0,208.0,1664.0,2020-05-01,2020-05-08,2020-05-01,2020-05-08,MXN,2426.0,46861.0,1116.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-01,0.0,0.0,0.0,0.0,0,0
3178,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-06-01,9.78,716.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,9.0,20,31,7,23.0,161.0,226.0,1582.0,208.0,1456.0,2020-05-25,2020-05-31,2020-05-25,2020-05-31,MXN,6137.0,63783.0,1874.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-25,0.0,0.0,0.0,0.0,0,0
3179,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-05-31,9.78,716.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,9.0,18,31,8,23.0,184.0,226.0,1808.0,208.0,1664.0,2020-05-09,2020-05-16,2020-05-09,2020-05-16,MXN,2434.0,38626.0,1220.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-09,0.0,0.0,0.0,0.0,0,0
3180,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-06-01,9.78,716.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,9.0,19,31,8,23.0,184.0,226.0,1808.0,208.0,1664.0,2020-05-17,2020-05-24,2020-05-17,2020-05-24,MXN,4176.0,38729.0,1375.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-17,0.0,0.0,0.0,0.0,0,0
3181,rs,2005_rs_mercadopago_ppf_pfm_sem,2005_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Google Search,2020-05-01,2020-05-31,2019-11-15,2020-05-31,9.78,716.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,9.0,17,31,8,23.0,184.0,226.0,1808.0,208.0,1664.0,2020-05-01,2020-05-08,2020-05-01,2020-05-08,MXN,2426.0,46861.0,1116.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_sem_2020-05-01,0.0,0.0,0.0,0.0,0,0
3182,rs,2001_rs_payclip_ppf_pfm_fb,2001_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Facebook,2020-01-20,2020-01-31,2020-01-20,2020-01-31,4.0,1380.0,0.0,5520.0,5520.0,0.0,0.0,0.0,0.0,3,12,5,115.0,575.0,460.0,2300.0,0.0,0.0,2020-01-17,2020-01-24,2020-01-20,2020-01-24,MXN,1519.0,143205.0,451.0,0.0,0.0,2001_rs_payclip_ppf_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
3183,rs,2001_rs_payclip_ppf_pfm_fb,2001_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Facebook,2020-01-20,2020-01-31,2020-01-20,2020-01-31,4.0,1380.0,0.0,5520.0,5520.0,0.0,0.0,0.0,0.0,4,12,7,115.0,805.0,460.0,3220.0,0.0,0.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,4001.0,322882.0,1141.0,0.0,0.0,2001_rs_payclip_ppf_pfm_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
3184,rs,2001_rs_payclip_ppf_pfm_fb,2001_rs_payclip_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Facebook,2020-01-20,2020-01-31,2020-01-20,2020-01-31,4.35,1380.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,3,12,5,115.0,575.0,500.0,2500.0,0.0,0.0,2020-01-17,2020-01-24,2020-01-20,2020-01-24,MXN,1519.0,143205.0,451.0,0.0,0.0,2001_rs_payclip_ppf_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
3185,rs,2001_rs_payclip_ppf_pfm_fb,2001_rs_payclip_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Facebook,2020-01-20,2020-01-31,2020-01-20,2020-01-31,4.35,1380.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,4,12,7,115.0,805.0,500.0,3500.0,0.0,0.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,4001.0,322882.0,1141.0,0.0,0.0,2001_rs_payclip_ppf_pfm_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
3186,rs,2001_rs_payclip_ppf_pfm_sem,2001_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-03-31,9.0,307.0,0.0,2760.0,2760.0,0.0,0.0,0.0,0.0,3,12,8,26.0,208.0,230.0,1840.0,0.0,0.0,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,1221.0,4754.0,243.0,0.0,0.0,2001_rs_payclip_ppf_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
3187,rs,2001_rs_payclip_ppf_pfm_sem,2001_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-03-31,9.0,307.0,0.0,2760.0,2760.0,0.0,0.0,0.0,0.0,4,12,7,26.0,182.0,230.0,1610.0,0.0,0.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,1533.0,11824.0,616.0,0.0,0.0,2001_rs_payclip_ppf_pfm_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0
3188,rs,2001_rs_payclip_ppf_pfm_sem,2001_rs_payclip_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-03-31,9.78,307.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,3,12,8,26.0,208.0,250.0,2000.0,0.0,0.0,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,1221.0,4754.0,243.0,0.0,0.0,2001_rs_payclip_ppf_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
3189,rs,2001_rs_payclip_ppf_pfm_sem,2001_rs_payclip_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Google Search,2020-01-20,2020-01-31,2019-01-22,2020-03-31,9.78,307.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,4,12,7,26.0,182.0,250.0,1750.0,0.0,0.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,1533.0,11824.0,616.0,0.0,0.0,2001_rs_payclip_ppf_pfm_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0
3190,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,36.25,88157.0,116.37,3195.63,3312.0,2152.8,2036.43,116.37,23.1,7,29,8,3040.0,24320.0,110.0,880.0,70.0,560.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,683.0,18844.0,15.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-17,0.0,0.0,0.0,0.0,0,0
3191,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,36.25,88157.0,116.37,3195.63,3312.0,2152.8,2036.43,116.37,23.1,8,29,5,3040.0,15200.0,110.0,550.0,70.0,350.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,401.0,11065.0,4.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-25,0.0,0.0,0.0,0.0,0,0
3192,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,36.25,88157.0,116.37,3195.63,3312.0,2152.8,2036.43,116.37,23.1,5,29,8,3040.0,24320.0,110.0,880.0,70.0,560.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,1109.0,30600.0,17.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-01,0.0,0.0,0.0,0.0,0,0
3193,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,36.25,88157.0,116.37,3195.63,3312.0,2152.8,2036.43,116.37,23.1,6,29,8,3040.0,24320.0,110.0,880.0,70.0,560.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,989.0,27271.0,19.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-09,0.0,0.0,0.0,0.0,0,0
3194,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,40.84,88157.0,0.0,3600.0,3600.0,2152.8,2036.43,116.37,23.1,7,29,8,3040.0,24320.0,124.0,992.0,70.0,560.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,770.0,18844.0,15.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-17,0.0,0.0,0.0,0.0,0,0
3195,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,40.84,88157.0,0.0,3600.0,3600.0,2152.8,2036.43,116.37,23.1,8,29,5,3040.0,15200.0,124.0,620.0,70.0,350.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,452.0,11065.0,4.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-25,0.0,0.0,0.0,0.0,0,0
3196,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,40.84,88157.0,0.0,3600.0,3600.0,2152.8,2036.43,116.37,23.1,5,29,8,3040.0,24320.0,124.0,992.0,70.0,560.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,1250.0,30600.0,17.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-01,0.0,0.0,0.0,0.0,0,0
3197,rs,2002_rs_payclip_ppf_pfm_dsp,2002_rs_payclip_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Programmatic,2020-02-01,2020-02-29,2020-02-01,2020-02-29,40.84,88157.0,0.0,3600.0,3600.0,2152.8,2036.43,116.37,23.1,6,29,8,3040.0,24320.0,124.0,992.0,70.0,560.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,1114.0,27271.0,19.0,0.0,0.0,2002_rs_payclip_ppf_pfm_dsp_2020-02-09,0.0,0.0,0.0,0.0,0,0
3198,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.0,828.0,0.0,3312.0,3312.0,3312.0,3312.0,0.0,4.0,7,29,8,29.0,232.0,114.0,912.0,114.0,912.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,927.0,64761.0,204.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0
3199,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.0,828.0,0.0,3312.0,3312.0,3312.0,3312.0,0.0,4.0,8,29,5,29.0,145.0,114.0,570.0,114.0,570.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,569.0,40853.0,126.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0
3200,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.0,828.0,0.0,3312.0,3312.0,3312.0,3312.0,0.0,4.0,5,29,8,29.0,232.0,114.0,912.0,114.0,912.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,864.0,75077.0,238.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
3201,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.0,828.0,0.0,3312.0,3312.0,3312.0,3312.0,0.0,4.0,6,29,8,29.0,232.0,114.0,912.0,114.0,912.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,953.0,66054.0,186.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0
3202,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.35,828.0,0.0,3600.0,3600.0,3312.0,3312.0,0.0,4.0,7,29,8,29.0,232.0,124.0,992.0,114.0,912.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,927.0,64761.0,204.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0
3203,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.35,828.0,0.0,3600.0,3600.0,3312.0,3312.0,0.0,4.0,8,29,5,29.0,145.0,124.0,620.0,114.0,570.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,569.0,40853.0,126.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0
3204,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.35,828.0,0.0,3600.0,3600.0,3312.0,3312.0,0.0,4.0,5,29,8,29.0,232.0,124.0,992.0,114.0,912.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,864.0,75077.0,238.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
3205,rs,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01,2020-02-29,2020-02-01,2020-02-29,4.35,828.0,0.0,3600.0,3600.0,3312.0,3312.0,0.0,4.0,6,29,8,29.0,232.0,124.0,992.0,114.0,912.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,953.0,66054.0,186.0,0.0,0.0,2002_rs_payclip_ppf_pfm_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0
3206,rs,2002_rs_payclip_ppf_pfm_sem,2002_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Google Search,2020-02-01,2020-02-29,2019-01-22,2020-03-31,9.0,184.0,0.0,1656.0,1656.0,1656.0,1656.0,0.0,9.0,7,29,8,6.0,48.0,57.0,456.0,57.0,456.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,437.0,6709.0,322.0,0.0,0.0,2002_rs_payclip_ppf_pfm_sem_2020-02-17,0.0,0.0,0.0,0.0,0,0
3207,rs,2002_rs_payclip_ppf_pfm_sem,2002_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Google Search,2020-02-01,2020-02-29,2019-01-22,2020-03-31,9.0,184.0,0.0,1656.0,1656.0,1656.0,1656.0,0.0,9.0,8,29,5,6.0,30.0,57.0,285.0,57.0,285.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,275.0,3638.0,164.0,0.0,0.0,2002_rs_payclip_ppf_pfm_sem_2020-02-25,0.0,0.0,0.0,0.0,0,0
3208,rs,2002_rs_payclip_ppf_pfm_sem,2002_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Google Search,2020-02-01,2020-02-29,2019-01-22,2020-03-31,9.0,184.0,0.0,1656.0,1656.0,1656.0,1656.0,0.0,9.0,5,29,8,6.0,48.0,57.0,456.0,57.0,456.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,444.0,6243.0,245.0,0.0,0.0,2002_rs_payclip_ppf_pfm_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0
3209,rs,2002_rs_payclip_ppf_pfm_sem,2002_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Google Search,2020-02-01,2020-02-29,2019-01-22,2020-03-31,9.0,184.0,0.0,1656.0,1656.0,1656.0,1656.0,0.0,9.0,6,29,8,6.0,48.0,57.0,456.0,57.0,456.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,500.0,6997.0,320.0,0.0,0.0,2002_rs_payclip_ppf_pfm_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0
3210,rs,2002_rs_payclip_ppf_pfm_sem,2002_rs_payclip_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Google Search,2020-02-01,2020-02-29,2019-01-22,2020-03-31,9.78,184.0,0.0,1800.0,1800.0,1656.0,1656.0,0.0,9.0,7,29,8,6.0,48.0,62.0,496.0,57.0,456.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,437.0,6709.0,322.0,0.0,0.0,2002_rs_payclip_ppf_pfm_sem_2020-02-17,0.0,0.0,0.0,0.0,0,0
3211,rs,2002_rs_payclip_ppf_pfm_sem,2002_rs_payclip_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Google Search,2020-02-01,2020-02-29,2019-01-22,2020-03-31,9.78,184.0,0.0,1800.0,1800.0,1656.0,1656.0,0.0,9.0,8,29,5,6.0,30.0,62.0,310.0,57.0,285.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,275.0,3638.0,164.0,0.0,0.0,2002_rs_payclip_ppf_pfm_sem_2020-02-25,0.0,0.0,0.0,0.0,0,0
