KPI
1 de mayo de 2020 - 30 de mayo de 2020
Campaña,Mes,Fecha de inicio,Fecha de finalización,Día,Género,Edad,Moneda,Costo,Impresiones,Clics,Conversiones,CPC prom.,Costo/conv.
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-25,Mujer,Sin especificar,MXN,1.26,142,1,0.00,1.26,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-25,Sin especificar,Sin especificar,MXN,1.19,"1,224",2,0.00,0.59,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-26,Hombre,55-64,MXN,8.62,11,1,0.00,8.62,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-26,Mujer,Sin especificar,MXN,0.53,345,1,0.00,0.53,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-26,Sin especificar,Sin especificar,MXN,18.60,"2,173",9,0.00,2.07,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-27,Mujer,55-64,MXN,24.48,21,4,0.00,6.12,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-27,Mujer,Sin especificar,MXN,2.09,202,1,0.00,2.09,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-27,Sin especificar,Sin especificar,MXN,7.25,"1,583",7,0.00,1.04,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-28,Mujer,35-44,MXN,28.08,26,5,0.00,5.62,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-28,Hombre,65 o más,MXN,8.61,4,1,0.00,8.61,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-28,Mujer,Sin especificar,MXN,1.05,209,1,0.00,1.05,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-28,Sin especificar,Sin especificar,MXN,7.06,"1,474",4,0.00,1.76,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-29,Hombre,55-64,MXN,23.44,12,3,0.00,7.81,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-29,Mujer,Sin especificar,MXN,6.01,305,4,0.00,1.50,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-29,Sin especificar,Sin especificar,MXN,25.66,"1,945",15,0.00,1.71,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-30,Mujer,Sin especificar,MXN,0.00,146,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-30,Sin especificar,Sin especificar,MXN,19.67,"1,706",9,0.00,2.19,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-01,Hombre,25-34,MXN,54.71,56,10,0.00,5.47,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-02,Hombre,25-34,MXN,91.43,42,13,0.00,7.03,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-03,Hombre,25-34,MXN,10.21,28,2,0.00,5.10,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-03,Mujer,25-34,MXN,80.07,42,12,0.00,6.67,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-04,Hombre,25-34,MXN,51.80,42,8,0.00,6.48,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-04,Mujer,25-34,MXN,54.53,44,8,0.00,6.82,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Mujer,25-34,MXN,53.55,49,7,0.00,7.65,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-06,Hombre,25-34,MXN,45.08,46,6,0.00,7.51,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-06,Mujer,55-64,MXN,14.83,11,2,0.00,7.42,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-07,Hombre,25-34,MXN,28.89,47,4,0.00,7.22,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-08,Hombre,25-34,MXN,23.17,39,3,0.00,7.72,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-09,Hombre,25-34,MXN,49.84,35,7,0.00,7.12,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-10,Hombre,55-64,MXN,7.79,4,1,0.00,7.79,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-11,Hombre,25-34,MXN,66.22,49,10,0.00,6.62,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-12,Mujer,25-34,MXN,30.03,30,4,0.00,7.51,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-13,Hombre,25-34,MXN,72.64,49,11,0.00,6.60,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-13,Hombre,55-64,MXN,0.00,6,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-14,Hombre,35-44,MXN,34.69,26,6,0.00,5.78,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-15,Hombre,25-34,MXN,20.77,59,4,0.00,5.19,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-16,Hombre,25-34,MXN,38.89,53,7,0.00,5.56,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-18,Hombre,25-34,MXN,43.32,43,6,0.00,7.22,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-20,Hombre,25-34,MXN,48.14,42,7,0.00,6.88,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-21,Hombre,25-34,MXN,28.05,55,4,0.00,7.01,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-22,Mujer,55-64,MXN,18.27,12,3,0.00,6.09,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-24,Hombre,25-34,MXN,27.95,58,5,0.00,5.59,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-25,Hombre,55-64,MXN,0.00,5,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-25,Hombre,25-34,MXN,77.80,44,11,0.00,7.07,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-26,Hombre,25-34,MXN,41.18,72,7,0.00,5.88,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-26,Mujer,55-64,MXN,0.00,20,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-28,Mujer,25-34,MXN,25.28,48,3,0.00,8.43,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-29,Hombre,25-34,MXN,91.44,69,12,0.00,7.62,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-01,Sin especificar,De entre 45 y 54 años,MXN,0.00,152,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-02,Sin especificar,De entre 45 y 54 años,MXN,2.43,126,1,0.00,2.43,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-03,Sin especificar,De entre 45 y 54 años,MXN,0.00,230,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Sin especificar,De entre 45 y 54 años,MXN,0.00,231,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Sin especificar,De entre 45 y 54 años,MXN,0.64,151,1,0.00,0.64,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-06,Sin especificar,De entre 45 y 54 años,MXN,0.00,144,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-07,Sin especificar,De entre 45 y 54 años,MXN,0.25,150,1,0.00,0.25,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-08,Sin especificar,De entre 45 y 54 años,MXN,4.17,169,1,0.00,4.17,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-09,Sin especificar,De entre 45 y 54 años,MXN,1.33,109,1,0.00,1.33,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-10,Sin especificar,De entre 45 y 54 años,MXN,0.00,156,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-11,Sin especificar,De entre 45 y 54 años,MXN,0.00,157,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-12,Sin especificar,De entre 45 y 54 años,MXN,0.00,237,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-13,Sin especificar,De entre 45 y 54 años,MXN,0.00,88,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-14,Sin especificar,De entre 45 y 54 años,MXN,0.00,101,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-15,Sin especificar,De entre 45 y 54 años,MXN,1.89,95,1,0.00,1.89,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-16,Sin especificar,De entre 45 y 54 años,MXN,0.00,114,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-17,Sin especificar,De entre 45 y 54 años,MXN,0.00,25,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-18,Sin especificar,De entre 45 y 54 años,MXN,0.00,23,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-19,Sin especificar,De entre 45 y 54 años,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-19,Sin especificar,De entre 45 y 54 años,MXN,0.00,36,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-20,Hombre,Sin especificar,MXN,0.00,3,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-20,Sin especificar,De entre 45 y 54 años,MXN,1.51,23,1,0.00,1.51,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-21,Sin especificar,De entre 45 y 54 años,MXN,0.00,15,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-22,Sin especificar,De entre 45 y 54 años,MXN,0.00,15,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-23,Sin especificar,De entre 45 y 54 años,MXN,0.00,24,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-24,Sin especificar,De entre 45 y 54 años,MXN,0.93,17,1,0.00,0.93,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-25,Sin especificar,De entre 45 y 54 años,MXN,0.00,27,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-26,Sin especificar,De entre 45 y 54 años,MXN,0.00,22,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-27,Sin especificar,De entre 45 y 54 años,MXN,0.00,37,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-28,Sin especificar,De entre 45 y 54 años,MXN,0.00,37,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-29,Sin especificar,De entre 45 y 54 años,MXN,0.00,39,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-30,Sin especificar,De entre 45 y 54 años,MXN,0.00,20,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-01,Hombre,55-64,MXN,2.60,696,2,0.00,1.30,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-02,Hombre,55-64,MXN,7.68,514,6,0.00,1.28,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-03,Hombre,55-64,MXN,8.57,806,7,0.00,1.22,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Hombre,55-64,MXN,0.00,"1,001",0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Hombre,55-64,MXN,1.01,658,2,0.00,0.50,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-06,Hombre,55-64,MXN,3.13,721,4,0.00,0.78,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-07,Hombre,55-64,MXN,4.42,939,4,0.00,1.10,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-08,Hombre,55-64,MXN,1.89,885,1,0.00,1.89,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-09,Hombre,55-64,MXN,2.84,617,2,0.00,1.42,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-10,Hombre,55-64,MXN,7.54,819,8,0.00,0.94,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-11,Hombre,55-64,MXN,10.73,"1,156",10,0.00,1.07,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-12,Hombre,55-64,MXN,6.52,"1,487",11,0.00,0.59,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-13,Hombre,55-64,MXN,9.68,771,7,0.00,1.38,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-14,Hombre,55-64,MXN,4.36,587,3,0.00,1.45,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-15,Hombre,55-64,MXN,2.50,960,4,0.00,0.63,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-16,Hombre,55-64,MXN,1.63,629,2,0.00,0.82,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-17,Hombre,55-64,MXN,9.84,641,4,0.00,2.46,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-18,Hombre,55-64,MXN,3.20,591,1,0.00,3.20,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-19,Hombre,55-64,MXN,3.72,976,7,0.00,0.53,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-20,Hombre,55-64,MXN,6.45,856,5,0.00,1.29,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-21,Hombre,55-64,MXN,14.55,992,6,0.00,2.42,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-22,Hombre,55-64,MXN,5.24,642,3,0.00,1.75,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-23,Hombre,55-64,MXN,3.06,796,2,0.00,1.53,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-24,Hombre,55-64,MXN,12.00,789,10,0.00,1.20,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-25,Hombre,55-64,MXN,3.46,599,3,0.00,1.15,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-26,Hombre,55-64,MXN,6.17,"1,053",5,0.00,1.23,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-27,Hombre,55-64,MXN,8.63,709,7,0.00,1.23,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-28,Hombre,55-64,MXN,6.19,724,4,0.00,1.55,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-29,Hombre,55-64,MXN,10.96,"1,096",8,0.00,1.37,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-30,Hombre,55-64,MXN,7.82,909,6,0.00,1.30,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-01,Sin especificar,25-34,MXN,0.00,144,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-02,Sin especificar,25-34,MXN,0.00,108,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-03,Sin especificar,25-34,MXN,0.00,141,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Sin especificar,25-34,MXN,0.00,178,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Sin especificar,25-34,MXN,4.51,150,2,0.00,2.25,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-06,Sin especificar,25-34,MXN,0.00,134,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-07,Sin especificar,25-34,MXN,4.71,177,2,0.00,2.36,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-08,Sin especificar,25-34,MXN,0.00,153,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-09,Mujer,25-34,MXN,49.54,60,7,0.00,7.08,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-09,Sin especificar,25-34,MXN,0.00,117,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-10,Sin especificar,25-34,MXN,0.00,169,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-11,Sin especificar,25-34,MXN,0.00,166,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-12,Sin especificar,25-34,MXN,1.17,234,1,0.00,1.17,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-13,Sin especificar,25-34,MXN,2.08,106,1,0.00,2.08,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-14,Sin especificar,25-34,MXN,2.66,101,2,0.00,1.33,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-15,Sin especificar,25-34,MXN,0.00,99,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-16,Sin especificar,25-34,MXN,0.00,83,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-17,Sin especificar,25-34,MXN,0.00,21,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-18,Sin especificar,25-34,MXN,0.00,23,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-19,Sin especificar,25-34,MXN,0.00,31,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-20,Sin especificar,25-34,MXN,0.00,18,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-21,Sin especificar,25-34,MXN,0.00,31,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-22,Sin especificar,25-34,MXN,0.00,10,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-23,Mujer,25-34,MXN,30.91,32,5,0.00,6.18,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-23,Sin especificar,25-34,MXN,0.00,27,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-24,Sin especificar,25-34,MXN,0.00,8,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-25,Sin especificar,25-34,MXN,0.00,15,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-26,Sin especificar,25-34,MXN,0.00,25,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-27,Sin especificar,25-34,MXN,1.37,34,1,0.00,1.37,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-28,Sin especificar,25-34,MXN,0.00,46,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-29,Sin especificar,25-34,MXN,0.00,18,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-30,Sin especificar,25-34,MXN,0.00,28,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-01,Sin especificar,25-34,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-01,Mujer,25-34,MXN,6.84,254,6,0.00,1.14,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-01,Mujer,35-44,MXN,0.00,328,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-02,Hombre,55-64,MXN,10.21,12,2,0.00,5.10,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-02,Mujer,25-34,MXN,1.11,394,1,0.00,1.11,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-02,Mujer,35-44,MXN,0.00,347,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-03,Hombre,55-64,MXN,8.46,6,1,0.00,8.46,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-03,Mujer,25-34,MXN,4.92,442,4,0.00,1.23,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-03,Mujer,35-44,MXN,2.78,432,4,0.00,0.70,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-04,Hombre,55-64,MXN,0.00,4,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Mujer,25-34,MXN,0.53,429,1,0.00,0.53,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Mujer,35-44,MXN,0.76,433,1,0.00,0.76,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Hombre,55-64,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Hombre,Sin especificar,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Mujer,25-34,MXN,1.27,360,2,0.00,0.64,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Mujer,35-44,MXN,4.22,409,5,0.00,0.84,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-06,Mujer,25-34,MXN,0.82,463,1,0.00,0.82,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-06,Mujer,35-44,MXN,1.08,488,1,0.00,1.08,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-07,Mujer,25-34,MXN,4.12,709,5,0.00,0.82,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-07,Mujer,35-44,MXN,4.89,570,6,0.00,0.82,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-08,Mujer,25-34,MXN,1.27,644,2,0.00,0.63,0.00
