KPI
1 de mayo de 2020 - 30 de mayo de 2020
Campaña,Mes,Fecha de inicio,Fecha de finalización,Hora del día,Día,Dispositivo,Moneda,Costo,Impresiones,Clics,Conversiones,CPC prom.,Costo/conv.
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-24,Dispositivos móviles,MXN,14.37,135,2,0.00,7.18,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-24,Tablets,MXN,0.00,3,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-24,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-24,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-24,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-24,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-24,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-24,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-24,Dispositivos móviles,MXN,0.00,133,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-24,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-24,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-24,Dispositivos móviles,MXN,1.08,128,1,0.00,1.08,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-24,Tablets,MXN,0.00,13,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-24,Dispositivos móviles,MXN,0.00,79,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-24,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-24,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-24,Dispositivos móviles,MXN,0.00,58,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,4,2020-05-24,Dispositivos móviles,MXN,0.00,59,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,4,2020-05-24,Tablets,MXN,0.00,8,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-24,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-24,Dispositivos móviles,MXN,0.00,48,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-24,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-24,Dispositivos móviles,MXN,0.00,114,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-24,Tablets,MXN,0.00,7,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-24,Dispositivos móviles,MXN,2.48,273,2,0.00,1.24,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-24,Tablets,MXN,0.00,16,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-24,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-24,Dispositivos móviles,MXN,9.79,462,5,0.00,1.96,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-24,Tablets,MXN,0.00,23,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-24,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-24,Dispositivos móviles,MXN,1.21,487,1,0.00,1.21,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-24,Tablets,MXN,0.00,3,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-24,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-24,Dispositivos móviles,MXN,7.20,610,7,0.00,1.03,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-24,Tablets,MXN,0.43,17,1,0.00,0.43,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-24,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-24,Dispositivos móviles,MXN,5.87,541,6,0.00,0.98,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-24,Tablets,MXN,0.00,8,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-24,Dispositivos móviles,MXN,5.10,470,4,0.00,1.28,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-24,Tablets,MXN,0.00,17,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-24,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-24,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-24,Dispositivos móviles,MXN,4.19,451,4,0.00,1.05,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-24,Tablets,MXN,0.00,34,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-24,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-24,Dispositivos móviles,MXN,3.23,483,3,0.00,1.08,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-24,Tablets,MXN,0.00,45,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-24,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-24,Dispositivos móviles,MXN,3.83,559,2,0.00,1.92,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-24,Tablets,MXN,0.00,28,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,16,2020-05-24,Computadoras de escritorio,MXN,0.00,3,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,16,2020-05-24,Dispositivos móviles,MXN,5.38,463,5,0.00,1.08,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,16,2020-05-24,Tablets,MXN,0.00,30,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,17,2020-05-24,Computadoras de escritorio,MXN,0.00,5,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,17,2020-05-24,Dispositivos móviles,MXN,2.69,441,2,0.00,1.34,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,17,2020-05-24,Tablets,MXN,0.50,57,1,0.00,0.50,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,18,2020-05-24,Computadoras de escritorio,MXN,0.00,6,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,18,2020-05-24,Dispositivos móviles,MXN,6.50,659,4,0.00,1.63,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,18,2020-05-24,Tablets,MXN,0.00,54,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,19,2020-05-24,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,19,2020-05-24,Dispositivos móviles,MXN,3.89,681,2,0.00,1.94,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,19,2020-05-24,Tablets,MXN,0.00,48,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,20,2020-05-24,Dispositivos móviles,MXN,0.00,31,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,20,2020-05-24,Tablets,MXN,0.50,8,1,0.00,0.50,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-24,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-24,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-24,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,23,2020-05-24,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,23,2020-05-24,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-25,Computadoras de escritorio,MXN,15.53,9,2,0.00,7.76,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-25,Dispositivos móviles,MXN,14.12,72,2,0.00,7.06,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-25,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,1,2020-05-25,Computadoras de escritorio,MXN,0.00,3,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,1,2020-05-25,Dispositivos móviles,MXN,31.01,42,4,0.00,7.75,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,1,2020-05-25,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2,2020-05-25,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2,2020-05-25,Dispositivos móviles,MXN,7.30,25,1,0.00,7.30,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2,2020-05-25,Tablets,MXN,0.00,4,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,3,2020-05-25,Computadoras de escritorio,MXN,0.00,3,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,3,2020-05-25,Dispositivos móviles,MXN,0.00,13,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,3,2020-05-25,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,4,2020-05-25,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,4,2020-05-25,Dispositivos móviles,MXN,0.00,7,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,4,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,5,2020-05-25,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,5,2020-05-25,Dispositivos móviles,MXN,4.94,9,1,0.00,4.94,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,6,2020-05-25,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,6,2020-05-25,Dispositivos móviles,MXN,0.00,8,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,6,2020-05-25,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,7,2020-05-25,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,7,2020-05-25,Dispositivos móviles,MXN,34.43,15,4,0.00,8.61,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,8,2020-05-25,Computadoras de escritorio,MXN,0.00,4,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,8,2020-05-25,Dispositivos móviles,MXN,0.00,15,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,8,2020-05-25,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,9,2020-05-25,Computadoras de escritorio,MXN,5.70,15,1,0.00,5.70,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,9,2020-05-25,Dispositivos móviles,MXN,5.21,34,1,0.00,5.21,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,9,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-25,Computadoras de escritorio,MXN,24.33,10,4,0.00,6.08,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-25,Dispositivos móviles,MXN,0.00,17,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-25,Computadoras de escritorio,MXN,4.93,20,1,0.00,4.93,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-25,Dispositivos móviles,MXN,23.88,39,4,0.00,5.97,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-25,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-25,Computadoras de escritorio,MXN,0.00,26,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-25,Dispositivos móviles,MXN,18.28,30,3,0.00,6.09,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,13,2020-05-25,Computadoras de escritorio,MXN,15.54,64,2,0.00,7.77,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,13,2020-05-25,Dispositivos móviles,MXN,0.00,79,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,13,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,14,2020-05-25,Computadoras de escritorio,MXN,0.00,49,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,14,2020-05-25,Dispositivos móviles,MXN,12.69,113,2,0.00,6.34,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,14,2020-05-25,Tablets,MXN,0.00,4,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,15,2020-05-25,Computadoras de escritorio,MXN,22.46,76,3,0.00,7.49,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,15,2020-05-25,Dispositivos móviles,MXN,14.82,80,2,0.00,7.41,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,15,2020-05-25,Tablets,MXN,0.00,3,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-25,Computadoras de escritorio,MXN,34.04,42,4,0.00,8.51,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-25,Dispositivos móviles,MXN,6.84,109,2,0.00,3.42,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-25,Tablets,MXN,0.00,9,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,17,2020-05-25,Computadoras de escritorio,MXN,13.90,8,3,0.00,4.63,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,17,2020-05-25,Dispositivos móviles,MXN,0.00,7,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,17,2020-05-25,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-25,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-25,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-25,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-25,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-25,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-25,Dispositivos móviles,MXN,6.68,153,3,0.00,2.23,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-25,Tablets,MXN,0.84,21,1,0.00,0.84,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-25,Dispositivos móviles,MXN,0.00,103,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-25,Tablets,MXN,0.00,16,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-25,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-25,Dispositivos móviles,MXN,0.00,87,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-25,Tablets,MXN,0.00,16,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-25,Dispositivos móviles,MXN,0.00,26,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,4,2020-05-25,Dispositivos móviles,MXN,0.00,57,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,4,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-25,Dispositivos móviles,MXN,0.54,95,1,0.00,0.54,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-25,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-25,Dispositivos móviles,MXN,2.01,208,2,0.00,1.01,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-25,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-25,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-25,Dispositivos móviles,MXN,4.11,784,4,0.00,1.03,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-25,Tablets,MXN,0.34,14,1,0.00,0.34,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-25,Computadoras de escritorio,MXN,0.00,4,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-25,Dispositivos móviles,MXN,7.29,"1,406",7,0.00,1.04,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-25,Tablets,MXN,0.00,20,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-25,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-25,Dispositivos móviles,MXN,13.65,"1,066",9,0.00,1.52,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-25,Tablets,MXN,0.00,15,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-25,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-25,Dispositivos móviles,MXN,15.96,755,11,0.00,1.45,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-25,Tablets,MXN,0.00,19,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-25,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-25,Dispositivos móviles,MXN,14.91,535,9,0.00,1.66,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-25,Tablets,MXN,0.00,17,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-25,Dispositivos móviles,MXN,0.00,428,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-25,Tablets,MXN,0.00,8,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-25,Dispositivos móviles,MXN,0.00,45,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-25,Tablets,MXN,1.16,2,1,0.00,1.16,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-25,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-25,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-25,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,23,2020-05-25,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-26,Computadoras de escritorio,MXN,0.00,8,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-26,Dispositivos móviles,MXN,7.02,59,1,0.00,7.02,0.00
