,cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
555,od,ao-mkt,2003_od_ao-mkt_pi_mkt_dsp,2003_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Programmatic,2020-03-01,2020-03-31,2020-03-01 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_11,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-17 00:00:00,2020-02-16 00:00:00,MXN,0.0,656660.0,587.0,144.0,378769.76,2003_od_ao-mkt_pi_mkt_dsp_2020-03-17,0.0,144.0,0.0,378769.76,0,0
556,od,ao-mkt,2003_od_ao-mkt_pi_mkt_dsp,2003_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Programmatic,2020-03-01,2020-03-31,2020-03-01 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_12,2020-03-25 00:00:00,2020-03-31 00:00:00,2020-03-25 00:00:00,2019-11-18 00:00:00,MXN,0.0,411054.0,297.0,220.0,483142.49,2003_od_ao-mkt_pi_mkt_dsp_2020-03-25,0.0,220.0,0.0,483142.49,0,0
560,od,ao-mkt,2003_od_ao-mkt_pi_mkt_dsp,2003_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Programmatic,2020-03-01,2020-03-31,2020-03-01 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_13,2020-04-01 00:00:00,2020-04-08 00:00:00,2020-04-01 00:00:00,2020-04-08 00:00:00,MXN,0.0,1274.0,7.0,145.0,174300.48,2003_od_ao-mkt_pi_mkt_dsp_2020-04-01,145.0,0.0,174300.48,0.0,0,0
561,od,ao-mkt,2003_od_ao-mkt_pi_mkt_dsp,2003_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Programmatic,2020-03-01,2020-03-31,2020-03-01 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,2020-04-16 00:00:00,MXN,0.0,2.0,0.0,80.0,131949.55,2003_od_ao-mkt_pi_mkt_dsp_2020-04-09,80.0,0.0,131949.55,0.0,0,0
559,od,ao-mkt,2003_od_ao-mkt_pi_mkt_dsp,2003_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Programmatic,2020-03-01,2020-03-31,2020-03-01 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,0.0,1.0,0.0,72.0,255880.68,2003_od_ao-mkt_pi_mkt_dsp_2020-04-17,72.0,0.0,255880.68,0.0,0,0
562,od,ao-mkt,2003_od_ao-mkt_pi_mkt_fb,2003_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01,2020-03-31,2020-02-28 00:00:00,2020-03-31 00:00:00,4.0,46000.0,0.0,184000.0,184000.0,184000.0,184000.0,0.0,4.0,semana_8,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-28 00:00:00,2020-02-29 00:00:00,MXN,403.07,15282.0,241.0,0.0,0.0,2003_od_ao-mkt_pi_mkt_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0
563,od,ao-mkt,2003_od_ao-mkt_pi_mkt_fb,2003_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01,2020-03-31,2020-02-28 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_9,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-01 00:00:00,2020-03-08 00:00:00,MXN,44699.31,3369672.0,133169.0,0.0,0.0,2003_od_ao-mkt_pi_mkt_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
566,od,ao-mkt,2003_od_ao-mkt_pi_mkt_fb,2003_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01,2020-03-31,2020-02-28 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-09 00:00:00,2020-03-16 00:00:00,MXN,46958.96,3694217.0,118830.0,0.0,0.0,2003_od_ao-mkt_pi_mkt_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
564,od,ao-mkt,2003_od_ao-mkt_pi_mkt_fb,2003_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01,2020-03-31,2020-03-02 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_11,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-17 00:00:00,2020-03-24 00:00:00,MXN,38662.59999999999,2352263.0,34784.0,0.0,0.0,2003_od_ao-mkt_pi_mkt_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
565,od,ao-mkt,2003_od_ao-mkt_pi_mkt_fb,2003_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01,2020-03-31,2020-03-20 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_12,2020-03-25 00:00:00,2020-03-31 00:00:00,2020-03-25 00:00:00,2020-03-31 00:00:00,MXN,33562.240000000005,3225169.0,38250.0,0.0,0.0,2003_od_ao-mkt_pi_mkt_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
567,od,ao-mkt,2004_od_ao-mkt_pi_mkt_dsp,2004_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,ao-mkt,Programmatic,2020-04-01,2020-04-30,2020-03-27 00:00:00,2020-04-30 00:00:00,36.25,1420311.0,1874.81,51485.19,53360.0,34684.0,32809.19,1874.81,23.1,semana_13,2020-04-01 00:00:00,2020-04-08 00:00:00,2020-04-01 00:00:00,2020-03-31 00:00:00,MXN,15117.95375,417047.0,386.0,82.0,125624.9,2004_od_ao-mkt_pi_mkt_dsp_2020-04-01,0.0,82.0,0.0,125624.9,0,0
568,od,ao-mkt,2004_od_ao-mkt_pi_mkt_dsp,2004_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,ao-mkt,Programmatic,2020-04-01,2020-04-30,2020-03-27 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-09 00:00:00,2020-03-25 00:00:00,MXN,0.0,387236.0,387.0,212.0,495122.1,2004_od_ao-mkt_pi_mkt_dsp_2020-04-09,0.0,212.0,0.0,495122.1,0,0
569,od,ao-mkt,2004_od_ao-mkt_pi_mkt_dsp,2004_od_ao-mkt_pi_mkt_dsp_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,ao-mkt,Programmatic,2020-04-01,2020-04-30,2020-03-27 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,0.0,568536.0,723.0,442.0,965644.96,2004_od_ao-mkt_pi_mkt_dsp_2020-04-17,442.0,0.0,965644.96,0.0,0,0
571,od,ao-mkt,2004_od_ao-mkt_pi_mkt_fb,2004_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,ao-mkt,Facebook,2020-04-01,2020-04-30,2020-04-01 00:00:00,2020-04-30 00:00:00,4.0,20700.0,0.0,82800.0,82800.0,82800.0,82800.0,0.0,4.0,semana_13,2020-04-01 00:00:00,2020-04-08 00:00:00,2020-04-01 00:00:00,2020-04-08 00:00:00,MXN,11548.96,1280762.0,31590.0,0.0,0.0,2004_od_ao-mkt_pi_mkt_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0
572,od,ao-mkt,2004_od_ao-mkt_pi_mkt_fb,2004_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,ao-mkt,Facebook,2020-04-01,2020-04-30,2020-04-01 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-09 00:00:00,2020-04-16 00:00:00,MXN,22971.480000000003,2156758.0,37910.0,0.0,0.0,2004_od_ao-mkt_pi_mkt_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0
570,od,ao-mkt,2004_od_ao-mkt_pi_mkt_fb,2004_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,ao-mkt,Facebook,2020-04-01,2020-04-30,2020-04-06 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,36427.840000000004,1553493.0,56974.0,0.0,0.0,2004_od_ao-mkt_pi_mkt_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0
573,od,bionet,2004_od_bionet_ppf_pfm_dsp,2004_od_bionet_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Programmatic,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,36.25,550983.0,727.3,19972.7,20700.0,13455.0,12727.7,727.3,23.1,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-10 00:00:00,2020-03-31 00:00:00,MXN,6429.77125,177373.0,157.0,49.0,81279.47,2004_od_bionet_ppf_pfm_dsp_2020-04-09,0.0,49.0,0.0,81279.47,0,0
574,od,bionet,2004_od_bionet_ppf_pfm_dsp,2004_od_bionet_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Programmatic,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,0.0,270977.0,286.0,153.0,234453.41,2004_od_bionet_ppf_pfm_dsp_2020-04-17,153.0,0.0,234453.41,0.0,0,0
575,od,bionet,2004_od_bionet_ppf_pfm_dsp,2004_od_bionet_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Programmatic,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,40.84,550983.0,0.0,22500.0,22500.0,13455.0,12727.7,727.3,23.1,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-10 00:00:00,2020-03-31 00:00:00,MXN,7243.913320000001,177373.0,157.0,49.0,81279.47,2004_od_bionet_ppf_pfm_dsp_2020-04-09,0.0,49.0,0.0,81279.47,0,0
576,od,bionet,2004_od_bionet_ppf_pfm_dsp,2004_od_bionet_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Programmatic,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,0.0,270977.0,286.0,153.0,234453.41,2004_od_bionet_ppf_pfm_dsp_2020-04-17,153.0,0.0,234453.41,0.0,0,0
578,od,bionet,2004_od_bionet_ppf_pfm_fb,2004_od_bionet_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Facebook,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,4.0,8625.0,0.0,34500.0,34500.0,34500.0,34500.0,0.0,4.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-10 00:00:00,2020-04-16 00:00:00,MXN,5650.96,585603.0,3823.0,0.0,0.0,2004_od_bionet_ppf_pfm_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0
577,od,bionet,2004_od_bionet_ppf_pfm_fb,2004_od_bionet_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Facebook,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,18327.870000000003,1426581.0,9263.0,0.0,0.0,2004_od_bionet_ppf_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0
580,od,bionet,2004_od_bionet_ppf_pfm_fb,2004_od_bionet_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Facebook,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,4.35,8625.0,0.0,37500.0,37500.0,34500.0,34500.0,0.0,4.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-10 00:00:00,2020-04-16 00:00:00,MXN,5650.96,585603.0,3823.0,0.0,0.0,2004_od_bionet_ppf_pfm_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0
579,od,bionet,2004_od_bionet_ppf_pfm_fb,2004_od_bionet_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Facebook,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,18327.870000000003,1426581.0,9263.0,0.0,0.0,2004_od_bionet_ppf_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0
582,od,bionet,2004_od_bionet_ppf_pfm_sem,2004_od_bionet_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Google Search,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-16 00:00:00,9.0,3067.0,0.0,27600.0,27600.0,27600.0,27600.0,0.0,9.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-10 00:00:00,2020-04-16 00:00:00,MXN,3854.96,9880.0,408.0,0.0,0.0,2004_od_bionet_ppf_pfm_sem_2020-04-09,0.0,0.0,0.0,0.0,0,0
581,od,bionet,2004_od_bionet_ppf_pfm_sem,2004_od_bionet_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Google Search,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,9729.6,21444.0,904.0,0.0,0.0,2004_od_bionet_ppf_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
584,od,bionet,2004_od_bionet_ppf_pfm_sem,2004_od_bionet_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Google Search,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-16 00:00:00,9.78,3067.0,0.0,30000.0,30000.0,27600.0,27600.0,0.0,9.0,semana_14,2020-04-09 00:00:00,2020-04-16 00:00:00,2020-04-10 00:00:00,2020-04-16 00:00:00,MXN,3854.96,9880.0,408.0,0.0,0.0,2004_od_bionet_ppf_pfm_sem_2020-04-09,0.0,0.0,0.0,0.0,0,0
583,od,bionet,2004_od_bionet_ppf_pfm_sem,2004_od_bionet_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,bionet,Google Search,2020-04-09,2020-04-30,2020-04-10 00:00:00,2020-04-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-17 00:00:00,2020-04-24 00:00:00,MXN,9729.6,21444.0,904.0,0.0,0.0,2004_od_bionet_ppf_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
587,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_fb,2001_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Facebook,2020-01-15,2020-01-31,2020-01-16 00:00:00,2020-01-31 00:00:00,4.0,3519.0,0.0,14076.0,14076.0,14076.0,14076.0,0.0,4.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,MXN,412.38,17935.0,56.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
586,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_fb,2001_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Facebook,2020-01-15,2020-01-31,2020-01-16 00:00:00,2020-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,MXN,6367.23,291189.0,894.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
588,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_fb,2001_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Facebook,2020-01-15,2020-01-31,2020-01-16 00:00:00,2020-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_4,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,MXN,5728.799999999999,343042.0,1044.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
590,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_fb,2001_od_brother-impresion_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Facebook,2020-01-15,2020-01-31,2020-01-16 00:00:00,2020-01-31 00:00:00,4.35,3519.0,0.0,15300.0,15300.0,14076.0,14076.0,0.0,4.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,MXN,412.38,17935.0,56.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
589,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_fb,2001_od_brother-impresion_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Facebook,2020-01-15,2020-01-31,2020-01-16 00:00:00,2020-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,MXN,6367.23,291189.0,894.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
591,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_fb,2001_od_brother-impresion_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Facebook,2020-01-15,2020-01-31,2020-01-16 00:00:00,2020-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_4,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,MXN,5728.799999999999,343042.0,1044.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
595,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_sem,2001_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Google Search,2020-01-15,2020-01-31,2020-01-15 00:00:00,2020-02-29 00:00:00,9.0,1825.0,0.0,16422.0,16422.0,16422.0,16422.0,0.0,9.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-15 00:00:00,2020-01-16 00:00:00,MXN,760.73,1229.0,82.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
594,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_sem,2001_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Google Search,2020-01-15,2020-01-31,2020-01-15 00:00:00,2020-02-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,MXN,4141.7,9432.0,544.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
596,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_sem,2001_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Google Search,2020-01-15,2020-01-31,2020-01-15 00:00:00,2020-02-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_4,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,MXN,8180.93,22632.0,1337.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0
598,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_sem,2001_od_brother-impresion_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Google Search,2020-01-15,2020-01-31,2020-01-15 00:00:00,2020-02-29 00:00:00,9.78,1825.0,0.0,17850.0,17850.0,16422.0,16422.0,0.0,9.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-15 00:00:00,2020-01-16 00:00:00,MXN,760.73,1229.0,82.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
597,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_sem,2001_od_brother-impresion_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Google Search,2020-01-15,2020-01-31,2020-01-15 00:00:00,2020-02-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,MXN,4141.7,9432.0,544.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
599,od,brother-impresion,2001_od_brother-impresion_ppf_pfm_sem,2001_od_brother-impresion_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Google Search,2020-01-15,2020-01-31,2020-01-15 00:00:00,2020-02-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_4,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,MXN,8180.93,22632.0,1337.0,0.0,0.0,2001_od_brother-impresion_ppf_pfm_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0
601,od,brother-impresion,2002_od_brother-impresion_ppf_pfm_dsp,2002_od_brother-impresion_ppf_pfm_dsp_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-impresion,Programmatic,2020-02-01,2020-02-29,2020-02-01 00:00:00,2020-02-29 00:00:00,36.25,107911.0,142.44,3911.7200000000003,4054.16,2635.2,2492.76,142.44,23.1,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2019-12-31 00:00:00,MXN,2288.245,63124.0,28.0,1.0,258.0,2002_od_brother-impresion_ppf_pfm_dsp_2020-02-01,0.0,1.0,0.0,258.0,0,0
602,od,brother-impresion,2002_od_brother-impresion_ppf_pfm_dsp,2002_od_brother-impresion_ppf_pfm_dsp_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-impresion,Programmatic,2020-02-01,2020-02-29,2020-02-01 00:00:00,2020-02-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2019-10-31 00:00:00,MXN,0.0,50644.0,30.0,9.0,27439.600000000002,2002_od_brother-impresion_ppf_pfm_dsp_2020-02-09,0.0,9.0,0.0,27439.600000000002,0,0
